,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-12-15-19-toledo,50.0,13,2.9,1,116.7,77.1,27,0.459,61,0.426,26,0.246,15,0.4,6,8,200,86.1,27.0,10,17,62,,6.9,5,0.279,17,0.235,4,51.4,37,0.455,17.2,14,44,0.5,22,0.273,3,"December 15, 2018",78.6,22,11.4,5,86.1,73.0,27,0.549,61,0.459,28,0.344,21,0.81,17,1,200,116.7,22.9,8,15,84,,9.7,7,0.426,26,0.423,11,48.6,35,0.592,10.2,8,35,0.486,17,0.909,10,"John F. Savage Hall, Toledo, Ohio",MIDDLE-TENNESSEE,Middle Tennessee,71.6,Home,TOLEDO,Toledo,Toledo,mac
2018-12-19-19-toledo,48.0,12,14.7,5,126.5,59.4,19,0.509,57,0.439,25,0.211,12,1.0,12,6,200,102.9,8.0,2,17,70,,7.4,5,0.439,25,0.32,8,36.8,21,0.558,11.4,8,32,0.531,17,0.455,5,"December 19, 2018",50.0,13,21.9,7,102.9,92.0,23,0.525,59,0.441,26,0.441,26,0.923,24,1,200,126.5,40.6,13,11,86,,7.4,5,0.424,25,0.4,10,63.2,36,0.603,10.2,8,34,0.471,16,0.917,11,"John F. Savage Hall, Toledo, Ohio",CORNELL,Cornell,67.5,Home,TOLEDO,Toledo,Toledo,mac
2018-12-29-14-toledo,38.9,7,6.8,3,111.6,71.4,25,0.347,59,0.305,18,0.186,11,0.364,4,3,200,65.2,22.0,9,17,45,,8.7,6,0.373,22,0.227,5,44.7,34,0.35,16.9,13,37,0.351,13,0.769,10,"December 29, 2018",45.2,14,16.2,6,65.2,78.0,32,0.548,63,0.492,31,0.222,14,0.571,8,1,200,111.6,28.6,10,13,77,,10.1,7,0.302,19,0.368,7,55.3,42,0.553,12.6,10,44,0.545,24,0.923,12,"John F. Savage Hall, Toledo, Ohio",PENNSYLVANIA,Penn,68.9,Home,TOLEDO,Toledo,Toledo,mac
2019-01-04-19-toledo,32.3,10,12.8,5,84.2,78.0,32,0.516,64,0.484,31,0.266,17,0.765,13,4,200,103.9,21.9,7,12,79,,5.3,4,0.219,14,0.286,4,53.4,39,0.548,12.3,10,50,0.54,27,0.714,10,"January 4, 2019",44.0,11,18.0,9,103.9,78.1,25,0.42,69,0.362,25,0.13,9,0.667,6,2,200,84.2,22.0,9,15,64,,2.6,2,0.435,30,0.267,8,46.6,34,0.437,14.1,12,39,0.436,17,0.857,12,"John F. Savage Hall, Toledo, Ohio",TOLEDO,Toledo,75.7,Away,BALL-STATE,Ball State,Toledo,mac
2019-01-08-19-buffalo,55.6,15,7.5,4,131.0,69.2,27,0.478,67,0.403,27,0.343,23,0.696,16,3,200,95.2,26.7,12,16,80,,3.6,3,0.433,29,0.345,10,46.4,39,0.513,18.1,17,38,0.447,17,0.8,12,"January 8, 2019",58.1,25,10.5,4,95.2,73.3,33,0.608,83,0.518,43,0.157,13,0.692,9,1,200,131.0,30.8,12,21,110,19,15.5,13,0.361,30,0.5,15,53.6,45,0.617,7.3,7,53,0.528,28,0.933,14,"Alumni Arena, Buffalo, New York",TOLEDO,Toledo,83.6,Home,BUFFALO,Buffalo,Toledo,mac
2019-01-12-14-western-michigan,61.3,19,14.0,6,106.9,66.7,24,0.633,60,0.517,31,0.167,10,0.9,9,3,200,118.1,13.8,4,12,85,,9.7,7,0.45,27,0.519,14,43.1,28,0.656,12.3,9,33,0.515,17,0.812,13,"January 12, 2019",53.6,15,0.0,0,118.1,86.2,25,0.47,67,0.418,28,0.239,16,0.875,14,10,200,106.9,33.3,12,16,77,,8.3,6,0.358,24,0.292,7,56.9,37,0.516,13.9,12,43,0.488,21,0.375,6,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,72.2,Away,TOLEDO,Toledo,Toledo,mac
2019-01-15-19-toledo,20.0,4,2.7,1,106.0,73.5,25,0.441,51,0.392,20,0.431,22,0.636,14,9,200,88.1,13.3,4,13,59,,4.5,3,0.314,16,0.313,5,45.3,29,0.48,15.3,11,35,0.429,15,0.471,8,"January 15, 2019",66.7,18,5.7,2,88.1,86.7,26,0.508,63,0.429,27,0.127,8,0.875,7,3,200,106.0,26.5,9,15,71,,6.0,4,0.413,26,0.385,10,54.7,35,0.531,9.5,7,37,0.459,17,0.824,14,"John F. Savage Hall, Toledo, Ohio",MIAMI-OH,Miami (OH),66.6,Home,TOLEDO,Toledo,Toledo,mac
2019-01-18-19-toledo,52.6,10,9.4,3,110.3,86.2,25,0.398,59,0.322,19,0.153,9,0.556,5,8,200,76.5,13.5,5,12,52,,10.3,7,0.458,27,0.333,9,45.5,30,0.411,13.7,10,32,0.313,10,0.529,9,"January 18, 2019",69.0,20,21.9,7,76.5,86.5,32,0.567,60,0.483,29,0.117,7,1.0,7,3,200,110.3,13.8,4,11,75,,7.4,5,0.467,28,0.357,10,54.5,36,0.592,11.3,8,32,0.594,19,0.833,15,"John F. Savage Hall, Toledo, Ohio",OHIO,Ohio,67.8,Home,TOLEDO,Toledo,Toledo,mac
2019-01-22-19-kent-state,62.9,22,11.8,4,116.0,69.4,25,0.59,67,0.522,35,0.119,8,0.75,6,4,225,113.3,30.0,9,14,85,,6.7,5,0.313,21,0.429,9,51.5,34,0.6,16.6,14,46,0.565,26,0.789,15,"January 22, 2019",51.6,16,10.9,5,113.3,70.0,21,0.551,68,0.456,31,0.235,16,0.75,12,4,225,116.0,30.6,11,13,87,,13.3,10,0.5,34,0.382,13,48.5,32,0.575,11.8,10,34,0.529,18,0.789,15,"Memorial Athletic & Convocation Center, Kent, Ohio",TOLEDO,Toledo,66.8,Home,KENT-STATE,Kent State,Toledo,mac
2019-01-26-19-toledo,38.5,10,2.2,1,100.0,58.5,24,0.415,71,0.366,26,0.282,20,0.65,13,6,200,94.7,26.2,11,17,72,,9.2,7,0.239,17,0.412,7,42.2,35,0.447,9.1,8,54,0.352,19,0.7,14,"January 26, 2019",55.2,16,20.4,11,94.7,73.8,31,0.45,70,0.414,29,0.243,17,0.765,13,4,200,100.0,41.5,17,16,76,,5.3,4,0.357,25,0.2,5,57.8,48,0.487,14.4,13,45,0.533,24,0.8,16,"John F. Savage Hall, Toledo, Ohio",CENTRAL-MICHIGAN,Central Michigan,75.8,Home,TOLEDO,Toledo,Toledo,mac
2019-01-29-19-miami-oh,61.5,16,14.3,3,96.9,93.9,31,0.5,60,0.433,26,0.15,9,0.667,6,4,200,101.5,25.0,8,17,66,,6.2,4,0.45,27,0.296,8,60.0,39,0.513,12.3,9,33,0.545,18,0.81,17,"January 29, 2019",47.6,10,0.0,0,101.5,75.0,24,0.53,50,0.42,21,0.36,18,0.556,10,10,200,96.9,6.1,2,11,63,,9.2,6,0.58,29,0.379,11,40.0,26,0.538,13.4,9,21,0.476,10,0.524,11,"Millett Hall, Oxford, Ohio",MIAMI-OH,Miami (OH),65.4,Away,TOLEDO,Toledo,Toledo,mac
2019-02-02-15-northern-illinois,65.2,15,4.5,2,84.6,80.0,32,0.518,57,0.404,23,0.228,13,0.769,10,4,200,106.2,22.2,6,11,69,,1.5,1,0.526,30,0.433,13,56.7,38,0.546,11.3,8,27,0.37,10,0.818,18,"February 2, 2019",36.4,8,11.1,3,106.2,77.8,21,0.387,62,0.355,22,0.161,10,0.7,7,10,200,84.6,20.0,8,11,55,,10.8,7,0.29,18,0.222,4,43.3,29,0.412,8.3,6,44,0.409,18,0.545,12,"Convocation Center, DeKalb, Illinois",NORTHERN-ILLINOIS,Northern Illinois,65.0,Away,TOLEDO,Toledo,Toledo,mac
2019-02-05-19-toledo,16.7,3,2.8,1,90.0,83.3,30,0.305,64,0.281,18,0.25,16,0.813,13,9,200,74.3,18.2,8,17,52,,2.9,2,0.328,21,0.143,3,47.5,38,0.363,10.1,8,43,0.349,15,0.591,13,"February 5, 2019",58.3,14,7.0,3,74.3,81.8,36,0.45,60,0.4,24,0.2,12,0.75,9,4,200,90.0,16.7,6,16,63,,4.3,3,0.4,24,0.25,6,52.5,42,0.479,12.1,9,36,0.5,18,0.826,19,"John F. Savage Hall, Toledo, Ohio",AKRON,Akron,70.2,Home,TOLEDO,Toledo,Toledo,mac
2019-02-09-18-bowling-green-state,37.0,10,10.0,4,94.7,71.1,32,0.552,58,0.466,27,0.293,17,0.824,14,4,200,104.0,24.1,7,17,78,,8.0,6,0.5,29,0.345,10,52.7,39,0.59,21.6,18,29,0.586,17,0.833,20,"February 9, 2019",34.6,9,6.9,2,104.0,75.9,22,0.425,67,0.388,26,0.328,22,0.636,14,7,200,94.7,28.9,13,16,71,,12.0,9,0.403,27,0.185,5,47.3,35,0.458,9.4,8,40,0.525,21,0.696,16,"Stroh Center, Bowling Green, Ohio",BOWLING-GREEN-STATE,Bowling Green State,74.8,Away,TOLEDO,Toledo,Toledo,mac
2019-02-15-19-toledo,34.5,10,6.5,3,102.5,80.0,32,0.492,66,0.439,29,0.47,31,0.742,23,3,200,110.0,26.8,11,23,88,25,5.0,4,0.318,21,0.333,7,53.1,43,0.545,13.1,12,45,0.489,22,0.88,22,"February 15, 2019",41.4,12,11.1,5,110.0,73.2,30,0.492,65,0.446,29,0.385,25,0.72,18,5,200,102.5,20.0,8,24,82,,3.8,3,0.292,19,0.316,6,46.9,38,0.533,11.6,10,46,0.5,23,0.8,20,"John F. Savage Hall, Toledo, Ohio",TOLEDO,Toledo,80.3,Away,BUFFALO,Buffalo,Toledo,mac
2019-02-19-19-eastern-michigan,80.0,20,12.1,4,111.8,80.8,21,0.535,57,0.439,25,0.14,8,1.0,8,6,200,101.5,33.3,10,23,69,,7.4,5,0.509,29,0.379,11,55.4,31,0.567,20.9,16,28,0.5,14,0.769,20,"February 19, 2019",41.7,10,21.4,6,101.5,66.7,20,0.56,50,0.48,24,0.58,29,0.69,20,14,200,111.8,19.2,5,14,76,,11.8,8,0.34,17,0.471,8,44.6,25,0.596,13.7,10,33,0.485,16,0.462,12,"Convocation Center, Ypsilanti, Michigan",TOLEDO,Toledo,67.8,Home,EASTERN-MICHIGAN,Eastern Michigan,Toledo,mac
2019-02-23-18-toledo,25.0,5,14.3,4,87.7,75.8,25,0.436,55,0.364,20,0.2,11,0.545,6,15,200,83.1,29.4,10,22,54,,13.8,9,0.382,21,0.381,8,52.2,35,0.448,19.0,14,34,0.353,12,0.444,12,"February 23, 2019",68.4,13,20.6,7,83.1,70.6,24,0.46,50,0.38,19,0.34,17,0.647,11,6,200,87.7,24.2,8,14,57,,7.7,5,0.44,22,0.364,8,47.8,32,0.491,20.7,15,28,0.393,11,0.778,21,"John F. Savage Hall, Toledo, Ohio",NORTHERN-ILLINOIS,Northern Illinois,64.7,Home,TOLEDO,Toledo,Toledo,mac
2019-02-26-19-ball-state,67.9,19,11.8,4,97.3,83.3,20,0.57,57,0.491,28,0.386,22,0.682,15,6,200,108.1,38.5,10,19,80,,14.9,11,0.386,22,0.409,9,60.0,30,0.593,18.4,15,35,0.543,19,0.786,22,"February 26, 2019",32.0,8,0.0,0,108.1,61.5,16,0.583,48,0.521,25,0.479,23,0.696,16,14,200,97.3,16.7,4,21,72,,12.2,9,0.292,14,0.429,6,40.0,20,0.611,26.5,21,34,0.559,19,0.5,14,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,74.2,Away,TOLEDO,Toledo,Toledo,mac
2019-03-02-16-central-michigan,48.5,16,28.2,11,98.6,78.8,26,0.611,63,0.524,33,0.063,4,0.75,3,6,200,115.9,28.0,7,13,80,,5.8,4,0.429,27,0.407,11,56.9,33,0.616,13.4,10,36,0.611,22,0.793,23,"March 2, 2019",41.7,10,2.8,1,115.9,72.0,18,0.451,61,0.393,24,0.311,19,0.684,13,9,200,98.6,21.2,7,9,68,,7.2,5,0.361,22,0.318,7,43.1,25,0.486,10.3,8,39,0.436,17,0.69,20,"McGuirk Arena, Mt. Pleasant, Michigan",CENTRAL-MICHIGAN,Central Michigan,69.5,Away,TOLEDO,Toledo,Toledo,mac
2019-03-05-19-toledo,36.8,7,10.7,3,107.0,79.2,19,0.392,51,0.373,19,0.471,24,0.708,17,22,200,80.3,17.9,5,22,57,,14.1,10,0.275,14,0.143,2,46.2,24,0.457,17.4,13,37,0.459,17,0.267,8,"March 5, 2019",58.3,14,18.9,7,80.3,82.1,23,0.594,48,0.5,24,0.542,26,0.731,19,6,200,107.0,20.8,5,20,76,,9.9,7,0.417,20,0.45,9,53.8,28,0.63,21.2,16,28,0.536,15,0.8,24,"John F. Savage Hall, Toledo, Ohio",WESTERN-MICHIGAN,Western Michigan,70.9,Home,TOLEDO,Toledo,Toledo,mac
2019-03-08-19-toledo,22.7,5,5.9,1,106.7,72.0,18,0.442,52,0.423,22,0.308,16,0.75,12,16,200,96.7,31.0,9,15,58,,13.3,8,0.269,14,0.143,2,50.0,27,0.487,14.5,10,38,0.526,20,0.484,15,"March 8, 2019",94.7,18,5.3,2,96.7,69.0,20,0.567,45,0.422,19,0.356,16,0.813,13,6,200,106.7,28.0,7,15,64,,11.7,7,0.622,28,0.464,13,50.0,27,0.608,20.0,13,17,0.353,6,0.806,25,"John F. Savage Hall, Toledo, Ohio",EASTERN-MICHIGAN,Eastern Michigan,59.6,Home,TOLEDO,Toledo,Toledo,mac
2019-03-14-18-toledo,16.1,5,7.7,2,118.8,77.4,24,0.655,55,0.564,31,0.2,11,0.727,8,16,200,125.0,23.1,6,16,80,,7.8,5,0.309,17,0.588,10,52.6,30,0.664,11.8,8,38,0.553,21,0.515,17,"March 14, 2019",38.5,10,5.3,2,125.0,76.9,20,0.579,57,0.456,26,0.246,14,0.714,10,7,200,118.8,22.6,7,12,76,,6.3,4,0.544,31,0.452,14,47.4,27,0.597,12.5,9,26,0.462,12,0.781,25,"Quicken Loans Arena, Cleveland, Ohio",TOLEDO,Toledo,63.9,Away,NORTHERN-ILLINOIS,Northern Illinois,Toledo,mac
2019-03-20-19-xavier,52.2,12,14.0,6,111.4,61.0,25,0.466,59,0.39,23,0.186,11,0.818,9,8,200,91.4,10.8,4,15,64,,8.6,6,0.475,28,0.321,9,37.2,29,0.498,12.4,9,31,0.452,14,0.758,25,"March 20, 2019",62.1,18,9.7,3,91.4,89.2,33,0.465,72,0.403,29,0.208,15,0.733,11,15,200,111.4,39.0,16,11,78,,10.0,7,0.403,29,0.31,9,62.8,49,0.493,9.2,8,43,0.465,20,0.559,19,"Cintas Center, Cincinnati, Ohio",TOLEDO,Toledo,70.2,Home,XAVIER,Xavier,Toledo,mac
