,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-12-22-20-missouri,25.0,6,2.7,1,109.7,76.0,19,0.475,59,0.407,24,0.237,14,0.5,7,8,200,87.5,21.6,8,17,63,,5.6,4,0.492,29,0.276,8,43.5,27,0.48,17.7,14,30,0.533,16,0.333,4,"December 22, 2018",53.3,16,10.0,3,87.5,78.4,29,0.612,58,0.517,30,0.19,11,0.727,8,3,200,109.7,24.0,6,21,79,,6.9,5,0.362,21,0.524,11,56.5,35,0.625,19.3,15,37,0.514,19,0.727,8,"Scottrade Center, St. Louis, Missouri",ILLINOIS,Illinois,71.9,Home,MISSOURI,Missouri,Missouri,sec
2018-12-29-14-missouri,35.0,7,11.1,3,110.3,72.4,21,0.44,50,0.4,20,0.52,26,0.654,17,9,200,89.7,29.4,10,19,61,,4.4,3,0.38,19,0.211,4,49.2,31,0.489,17.5,13,31,0.516,16,0.308,4,"December 29, 2018",52.0,13,6.5,2,89.7,70.6,24,0.526,58,0.431,25,0.276,16,0.875,14,3,200,110.3,27.6,8,24,75,,8.8,6,0.534,31,0.355,11,50.8,32,0.572,17.7,14,27,0.519,14,0.75,9,"Mizzou Arena, Columbia, Missouri",MOREHEAD-STATE,Morehead State,68.5,Home,MISSOURI,Missouri,Missouri,sec
2019-01-08-19-missouri,38.7,12,17.1,6,90.0,73.0,27,0.595,58,0.534,31,0.362,21,0.857,18,1,200,124.3,39.1,9,18,87,3,7.1,5,0.328,19,0.368,7,60.0,36,0.64,14.1,11,39,0.615,24,0.929,13,"January 8, 2019",57.1,12,7.7,3,124.3,60.9,14,0.439,57,0.368,21,0.351,20,0.65,13,4,200,90.0,27.0,10,19,63,,4.3,3,0.386,22,0.364,8,40.0,24,0.474,17.5,14,35,0.371,13,0.692,9,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,70.2,Away,TENNESSEE,Tennessee,Missouri,sec
2019-01-13-13-south-carolina,45.8,11,0.0,0,118.1,56.5,13,0.537,54,0.444,24,0.426,23,0.739,17,5,200,104.2,41.4,12,26,75,,4.2,3,0.426,23,0.435,10,48.1,25,0.578,22.9,19,31,0.452,14,0.643,9,"January 13, 2019",48.0,12,25.8,8,104.2,58.6,17,0.571,49,0.51,25,0.714,35,0.829,29,7,200,118.1,43.5,10,24,85,,11.1,8,0.388,19,0.316,6,51.9,27,0.648,19.9,16,30,0.633,19,0.533,8,"The Colonial Life Arena, Columbia, South Carolina",MISSOURI,Missouri,71.8,Home,SOUTH-CAROLINA,South Carolina,Missouri,sec
2019-01-16-21-missouri,34.6,9,8.1,3,92.3,77.1,27,0.527,55,0.473,26,0.273,15,0.8,12,5,200,107.7,23.1,6,15,70,,3.1,2,0.327,18,0.333,6,54.1,33,0.563,14.0,10,37,0.541,20,0.688,11,"January 16, 2019",41.7,10,0.0,0,107.7,76.9,20,0.482,57,0.421,24,0.175,10,0.5,5,6,200,92.3,22.9,8,17,60,,1.5,1,0.351,20,0.35,7,45.9,28,0.486,14.0,10,37,0.459,17,0.6,9,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,64.9,Away,ALABAMA,Alabama,Missouri,sec
2019-01-19-15-texas-am,52.0,13,3.6,1,68.3,76.2,32,0.558,52,0.481,25,0.192,10,0.8,8,6,200,104.8,21.4,6,22,66,,7.9,5,0.385,20,0.4,8,54.3,38,0.581,17.5,12,32,0.531,17,0.625,10,"January 19, 2019",69.2,9,15.6,5,104.8,78.6,22,0.3,50,0.26,13,0.5,25,0.52,13,9,200,68.3,23.8,10,14,43,,12.7,8,0.44,22,0.182,4,45.7,32,0.347,15.3,11,28,0.321,9,0.438,7,"Reed Arena, College Station, Texas",TEXAS-AM,Texas A&M,62.8,Away,MISSOURI,Missouri,Missouri,sec
2019-01-23-21-arkansas,47.4,9,0.0,0,102.9,75.8,25,0.571,42,0.452,19,0.405,17,0.706,12,7,200,85.7,16.0,4,21,60,,2.9,2,0.595,25,0.4,10,50.0,29,0.599,31.7,23,17,0.529,9,0.588,10,"January 23, 2019",69.2,18,0.0,0,85.7,84.0,21,0.525,59,0.441,26,0.271,16,0.625,10,7,200,102.9,24.2,8,20,72,,18.6,13,0.424,25,0.4,10,50.0,29,0.541,16.4,13,34,0.471,16,0.611,11,"Bud Walton Arena, Fayetteville, Arkansas",MISSOURI,Missouri,70.3,Home,ARKANSAS,Arkansas,Missouri,sec
2019-01-26-18-missouri,62.5,15,9.1,3,95.2,76.5,26,0.419,68,0.353,24,0.544,37,0.784,29,3,226,102.4,27.3,12,27,86,25,13.1,11,0.471,32,0.281,9,48.7,38,0.502,13.4,13,36,0.417,15,0.842,16,"January 26, 2019",29.2,7,5.6,2,102.4,72.7,32,0.474,57,0.421,24,0.579,33,0.788,26,8,226,95.2,23.5,8,29,80,,7.1,6,0.421,24,0.25,6,51.3,40,0.55,18.3,16,33,0.545,18,0.556,10,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,74.0,Away,LOUISIANA-STATE,LSU,Missouri,sec
2019-01-30-20-auburn,33.3,7,10.7,3,122.7,72.2,26,0.438,56,0.375,21,0.268,15,0.6,9,9,200,77.3,24.3,9,20,58,,6.7,5,0.429,24,0.292,7,47.9,35,0.459,24.2,20,32,0.438,14,0.526,10,"January 30, 2019",60.6,20,15.6,5,77.3,75.7,28,0.594,69,0.478,33,0.232,16,0.625,10,6,200,122.7,27.8,10,20,92,,6.7,5,0.594,41,0.39,16,52.1,38,0.601,10.6,9,28,0.607,17,0.7,14,"Auburn Arena, Auburn, Alabama",MISSOURI,Missouri,74.9,Home,AUBURN,Auburn,Missouri,sec
2019-02-02-20-missouri,55.0,11,10.8,4,111.6,65.5,19,0.511,46,0.435,20,0.565,26,0.769,20,12,200,97.1,7.4,2,20,67,,2.9,2,0.522,24,0.292,7,37.5,21,0.574,17.3,12,22,0.591,13,0.429,9,"February 2, 2019",51.9,14,9.1,2,97.1,92.6,25,0.517,59,0.458,27,0.407,24,0.667,16,9,200,111.6,34.5,10,17,77,,5.8,4,0.373,22,0.318,7,62.5,35,0.547,11.5,9,37,0.541,20,0.55,11,"Mizzou Arena, Columbia, Missouri",VANDERBILT,Vanderbilt,68.9,Home,MISSOURI,Missouri,Missouri,sec
2019-02-05-21-tennessee,47.8,11,5.3,2,110.8,79.2,19,0.415,65,0.354,23,0.123,8,0.75,6,10,200,92.3,33.3,12,13,60,,3.1,2,0.415,27,0.296,8,51.7,31,0.436,11.6,9,38,0.395,15,0.524,11,"February 5, 2019",73.1,19,23.7,9,92.3,66.7,24,0.538,53,0.491,26,0.358,19,0.789,15,1,200,110.8,20.8,5,11,72,1,7.7,5,0.283,15,0.333,5,48.3,29,0.58,11.5,8,38,0.553,21,0.955,21,"Thompson-Boling Arena, Knoxville, Tennessee",MISSOURI,Missouri,65.4,Home,TENNESSEE,Tennessee,Missouri,sec
2019-02-09-18-missouri,25.0,6,6.7,2,92.2,74.2,23,0.551,49,0.49,24,0.347,17,0.824,14,13,200,106.3,37.5,9,11,68,,10.9,7,0.367,18,0.333,6,58.2,32,0.596,22.1,16,31,0.581,18,0.409,9,"February 9, 2019",58.3,14,6.5,2,106.3,62.5,15,0.491,57,0.421,24,0.07,4,0.75,3,11,200,92.2,25.8,8,16,59,,10.9,7,0.474,27,0.296,8,41.8,23,0.501,18.1,13,30,0.533,16,0.5,11,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,64.0,Away,TEXAS-AM,Texas A&M,Missouri,sec
2019-02-12-21-missouri,57.1,16,8.6,3,114.5,51.5,17,0.508,60,0.467,28,0.383,23,0.739,17,10,200,113.0,30.0,9,17,78,,7.2,5,0.333,20,0.25,5,41.3,26,0.55,14.6,12,40,0.575,23,0.583,14,"February 12, 2019",50.0,14,10.0,4,113.0,70.0,21,0.533,61,0.459,28,0.295,18,0.778,14,11,200,114.5,48.5,16,22,79,,5.8,4,0.426,26,0.346,9,58.7,37,0.568,12.7,10,35,0.543,19,0.522,12,"Mizzou Arena, Columbia, Missouri",ARKANSAS,Arkansas,68.7,Home,MISSOURI,Missouri,Missouri,sec
2019-02-16-15-mississippi,37.5,9,3.8,1,107.1,85.7,24,0.549,51,0.471,24,0.235,12,0.75,9,12,200,92.9,36.0,9,22,65,,5.7,4,0.333,17,0.471,8,62.3,33,0.573,30.8,25,34,0.471,16,0.5,12,"February 16, 2019",73.9,17,8.8,3,92.9,64.0,16,0.55,50,0.46,23,0.46,23,0.87,20,7,200,107.1,14.3,4,19,75,,18.6,13,0.48,24,0.375,9,37.7,20,0.616,14.3,10,26,0.538,14,0.72,18,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSOURI,Missouri,69.8,Home,MISSISSIPPI,Ole Miss,Missouri,sec
2019-02-19-21-missouri,50.0,10,9.4,3,96.7,61.8,21,0.56,42,0.476,20,0.524,22,0.864,19,4,200,110.0,27.3,6,16,66,4,5.0,3,0.452,19,0.368,7,48.2,27,0.629,18.8,12,23,0.565,13,0.846,22,"February 19, 2019",50.0,11,0.0,0,110.0,72.7,16,0.449,59,0.373,22,0.119,7,0.714,5,13,200,96.7,38.2,13,21,58,,6.7,4,0.458,27,0.333,9,51.8,29,0.465,16.2,12,32,0.406,13,0.48,12,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,59.9,Away,KENTUCKY,Kentucky,Missouri,sec
2019-02-23-16-florida,43.5,10,3.6,1,103.2,79.2,19,0.473,55,0.418,23,0.236,13,0.615,8,14,200,96.8,33.3,9,23,60,,12.9,8,0.364,20,0.3,6,54.9,28,0.49,14.1,10,35,0.486,17,0.462,12,"February 23, 2019",44.4,8,0.0,0,96.8,66.7,18,0.453,43,0.419,18,0.698,30,0.833,25,11,200,103.2,20.8,5,14,64,,6.5,4,0.349,15,0.2,3,45.1,23,0.559,15.1,10,28,0.536,15,0.593,16,"Stephen C. O'Connell Center, Gainesville, Florida",MISSOURI,Missouri,62.2,Home,FLORIDA,Florida,Missouri,sec
2019-02-26-19-mississippi-state,47.1,8,3.6,1,113.3,80.0,20,0.394,52,0.327,17,0.25,13,0.615,8,15,200,81.7,33.3,10,15,49,,5.0,3,0.462,24,0.292,7,54.5,30,0.421,19.5,14,28,0.357,10,0.444,12,"February 26, 2019",52.2,12,28.6,8,81.7,66.7,20,0.563,48,0.479,23,0.375,18,0.778,14,7,200,113.3,20.0,5,11,68,,15.0,9,0.417,20,0.4,8,45.5,25,0.601,11.1,7,28,0.536,15,0.75,21,"Humphrey Coliseum, Starkville, Mississippi",MISSOURI,Missouri,60.4,Home,MISSISSIPPI-STATE,Mississippi State,Missouri,sec
2019-03-02-15-missouri,33.3,8,3.1,1,106.8,64.0,16,0.425,60,0.4,24,0.233,14,0.857,12,15,200,86.3,15.6,5,24,63,,9.6,7,0.233,14,0.214,3,36.8,21,0.473,13.1,10,46,0.457,21,0.483,14,"March 2, 2019",44.4,12,6.5,3,86.3,84.4,27,0.526,57,0.474,27,0.386,22,0.818,18,15,200,106.8,36.0,9,17,78,,2.7,2,0.439,25,0.24,6,63.2,36,0.578,18.4,15,32,0.656,21,0.464,13,"Mizzou Arena, Columbia, Missouri",SOUTH-CAROLINA,South Carolina,72.6,Home,MISSOURI,Missouri,Missouri,sec
2019-03-06-18-georgia,63.0,17,3.2,1,63.9,82.5,33,0.508,59,0.458,27,0.203,12,0.333,4,15,200,104.9,39.4,13,20,64,,13.1,8,0.356,21,0.286,6,63.0,46,0.495,11.1,8,38,0.553,21,0.483,14,"March 6, 2019",38.5,5,10.5,4,104.9,60.6,20,0.284,51,0.255,13,0.333,17,0.588,10,19,200,63.9,17.5,7,14,39,,9.8,6,0.392,20,0.15,3,37.0,27,0.33,15.8,11,31,0.323,10,0.367,11,"Stegeman Coliseum, Athens, Georgia",GEORGIA,Georgia,61.4,Away,MISSOURI,Missouri,Missouri,sec
2019-03-09-15-missouri,39.1,9,14.3,5,107.9,78.3,18,0.529,51,0.451,23,0.412,21,0.905,19,11,200,115.9,15.4,4,16,73,,6.3,4,0.431,22,0.364,8,44.9,22,0.599,10.4,7,29,0.517,15,0.645,20,"March 9, 2019",48.0,12,10.3,3,115.9,84.6,22,0.558,52,0.481,25,0.231,12,0.833,10,16,200,107.9,21.7,5,18,68,,3.2,2,0.327,17,0.471,8,55.1,27,0.589,13.6,9,35,0.486,17,0.467,14,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,62.8,Away,MISSISSIPPI,Ole Miss,Missouri,sec
2019-03-13-19-missouri,44.4,8,21.4,9,98.6,79.4,27,0.408,49,0.367,18,0.735,36,0.583,21,21,200,84.7,17.6,6,23,61,,5.6,4,0.388,19,0.211,4,48.5,33,0.461,16.7,13,30,0.467,14,0.344,11,"March 13, 2019",18.2,4,0.0,0,84.7,82.4,28,0.443,53,0.415,22,0.547,29,0.828,24,16,200,98.6,20.6,7,24,71,,9.7,7,0.208,11,0.273,3,51.5,35,0.532,14.3,11,42,0.452,19,0.484,15,"Bridgestone Arena, Nashville, Tennessee",GEORGIA,Georgia,71.9,Home,MISSOURI,Missouri,Missouri,sec
2019-03-14-15-auburn,56.5,13,4.0,1,122.7,57.7,15,0.587,52,0.442,23,0.269,14,0.714,10,17,200,107.6,31.0,9,16,71,,6.1,4,0.577,30,0.5,15,43.6,24,0.605,19.4,14,22,0.364,8,0.469,15,"March 14, 2019",51.9,14,22.7,5,107.6,69.0,20,0.559,59,0.458,27,0.322,19,0.789,15,9,200,122.7,42.3,11,16,81,22,12.1,8,0.576,34,0.353,12,56.4,31,0.595,14.0,11,25,0.6,15,0.719,23,"Bridgestone Arena, Nashville, Tennessee",MISSOURI,Missouri,65.8,Home,AUBURN,Auburn,Missouri,sec
