,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-12-08-14-youngstown-state,56.7,17,9.5,4,106.9,70.7,29,0.629,58,0.517,30,0.397,23,0.652,15,4,200,122.2,33.3,9,12,88,,4.2,3,0.534,31,0.419,13,55.9,38,0.638,16.0,13,27,0.63,17,0.556,5,"December 8, 2018",48.4,15,14.8,4,122.2,66.7,18,0.507,71,0.437,31,0.141,10,0.5,5,8,200,106.9,29.3,12,22,77,,9.7,7,0.408,29,0.345,10,44.1,30,0.508,9.6,8,42,0.5,21,0.273,3,"Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,72.3,Away,WESTERN-MICHIGAN,Western Michigan,Youngstown State,horizon
2018-12-15-14-binghamton,57.1,12,11.1,3,80.0,78.8,26,0.43,57,0.368,21,0.228,13,0.692,9,8,200,96.7,38.2,13,19,58,,13.3,8,0.368,21,0.333,7,58.2,39,0.459,12.5,9,36,0.389,14,0.333,4,"December 15, 2018",43.8,7,13.9,5,96.7,61.8,21,0.378,49,0.327,16,0.306,15,0.733,11,8,200,80.0,21.2,7,15,48,,1.7,1,0.449,22,0.227,5,41.8,28,0.428,17.8,12,27,0.407,11,0.273,3,"Binghamton University Events Center, Vestal, New York",BINGHAMTON,Binghamton,60.2,Away,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2018-12-18-19-ohio-state,40.0,8,2.7,1,111.9,73.3,22,0.436,55,0.364,20,0.2,11,0.727,8,9,200,83.6,12.9,4,24,56,,7.5,5,0.364,20,0.4,8,42.6,26,0.465,14.3,10,35,0.343,12,0.308,4,"December 18, 2018",65.4,17,8.6,3,83.6,87.1,27,0.509,56,0.464,26,0.411,23,0.783,18,1,200,111.9,26.7,8,13,75,15,7.5,5,0.339,19,0.263,5,57.4,35,0.56,10.8,8,37,0.568,21,0.909,10,"Value City Arena, Columbus, Ohio",YOUNGSTOWN-STATE,Youngstown State,66.6,Home,OHIO-STATE,Ohio State,Youngstown State,horizon
2018-12-28-14-youngstown-state,42.9,12,12.5,5,95.7,55.6,20,0.607,56,0.5,28,0.25,14,0.714,10,9,200,113.0,32.1,9,15,78,,15.9,11,0.464,26,0.462,12,45.3,29,0.623,17.3,13,30,0.533,16,0.308,4,"December 28, 2018",62.5,15,6.7,2,113.0,67.9,19,0.438,64,0.375,24,0.188,12,0.833,10,10,200,95.7,44.4,16,18,66,,10.1,7,0.375,24,0.333,8,54.7,35,0.473,20.6,18,40,0.4,16,0.286,4,"Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,69.2,Away,DETROIT-MERCY,Detroit,Youngstown State,horizon
2018-12-30-14-youngstown-state,62.5,15,2.9,1,108.8,67.9,19,0.651,43,0.558,24,0.512,22,0.909,20,9,200,111.8,18.8,3,16,76,,4.4,3,0.372,16,0.5,8,50.0,22,0.711,24.4,17,27,0.593,16,0.4,6,"December 30, 2018",42.9,12,7.4,2,111.8,81.3,13,0.591,55,0.509,28,0.327,18,0.5,9,11,200,108.8,32.1,9,23,74,,13.2,9,0.382,21,0.429,9,50.0,22,0.582,18.2,14,34,0.559,19,0.267,4,"Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,68.0,Away,OAKLAND,Oakland,Youngstown State,horizon
2019-01-03-20-green-bay,50.0,16,10.3,4,122.2,77.1,27,0.637,62,0.516,32,0.242,15,0.933,14,12,225,114.8,21.4,6,30,93,,6.2,5,0.452,28,0.536,15,52.4,33,0.673,18.9,16,34,0.5,17,0.25,4,"January 3, 2019",48.4,15,26.5,9,114.8,78.6,22,0.569,65,0.477,31,0.554,36,0.694,25,7,225,122.2,22.9,8,16,99,,11.1,9,0.4,26,0.462,12,47.6,30,0.603,10.0,9,39,0.487,19,0.533,8,"Resch Center, Green Bay, Wisconsin",YOUNGSTOWN-STATE,Youngstown State,72.1,Home,GREEN-BAY,Green Bay,Youngstown State,horizon
2019-01-05-17-milwaukee,69.0,20,16.1,5,78.5,80.0,28,0.53,66,0.439,29,0.121,8,0.75,6,12,200,116.9,36.4,12,14,76,,9.2,6,0.545,36,0.333,12,58.8,40,0.544,9.1,7,30,0.567,17,0.294,5,"January 5, 2019",52.6,10,10.0,3,116.9,63.6,21,0.409,55,0.345,19,0.218,12,0.5,6,10,200,78.5,20.0,7,10,51,,4.6,3,0.436,24,0.292,7,41.2,28,0.42,15.4,11,31,0.387,12,0.375,6,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,64.8,Away,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-01-10-20-illinois-chicago,75.0,15,8.0,2,118.2,85.2,23,0.385,65,0.308,20,0.277,18,0.722,13,13,200,95.5,40.9,18,12,63,,7.6,5,0.369,24,0.417,10,57.7,41,0.428,12.1,10,41,0.244,10,0.278,5,"January 10, 2019",51.6,16,7.3,3,95.5,59.1,26,0.679,56,0.554,31,0.125,7,0.286,2,9,200,118.2,14.8,4,15,78,,9.1,6,0.554,31,0.452,14,42.3,30,0.657,15.7,11,25,0.68,17,0.471,8,"UIC Pavilion, Chicago, Illinois",YOUNGSTOWN-STATE,Youngstown State,65.9,Home,ILLINOIS-CHICAGO,UIC,Youngstown State,horizon
2019-01-12-13-iupui,64.5,20,7.3,3,101.3,66.7,22,0.57,64,0.484,31,0.203,13,0.692,9,13,200,109.3,26.9,7,20,82,,10.7,8,0.375,24,0.458,11,49.2,29,0.584,15.7,13,40,0.5,20,0.316,6,"January 12, 2019",48.1,13,12.5,5,109.3,73.1,19,0.484,61,0.443,27,0.344,21,0.81,17,8,200,101.3,33.3,11,16,76,,6.7,5,0.328,20,0.25,5,50.8,30,0.535,15.6,13,41,0.537,22,0.556,10,"Indiana Farmers Coliseum, Indianapolis, Indiana",IUPUI,IUPUI,74.6,Away,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-01-17-19-youngstown-state,55.6,15,8.8,3,107.2,70.4,19,0.517,60,0.45,27,0.3,18,1.0,18,10,200,115.9,39.3,11,15,80,,13.0,9,0.383,23,0.348,8,54.5,30,0.584,13.9,11,37,0.514,19,0.474,9,"January 17, 2019",51.7,15,10.8,4,115.9,60.7,17,0.576,59,0.492,29,0.153,9,0.667,6,14,200,107.2,29.6,8,19,74,,7.2,5,0.424,25,0.4,10,45.5,25,0.585,18.2,14,34,0.559,19,0.3,6,"Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,68.9,Away,WRIGHT-STATE,Wright State,Youngstown State,horizon
2019-01-19-13-youngstown-state,34.5,10,11.5,3,104.2,88.0,22,0.579,57,0.509,29,0.421,24,0.667,16,4,200,115.5,42.9,12,18,82,,5.6,4,0.404,23,0.348,8,64.2,34,0.599,18.2,15,34,0.618,21,0.8,16,"January 19, 2019",33.3,8,14.7,5,115.5,57.1,16,0.538,53,0.453,24,0.377,20,0.85,17,15,200,104.2,12.0,3,21,74,,9.9,7,0.509,27,0.333,9,35.8,19,0.592,15.1,11,26,0.577,15,0.286,6,"Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,71.0,Away,NORTHERN-KENTUCKY,Northern Kentucky,Youngstown State,horizon
2019-01-26-19-cleveland-state,40.9,9,19.4,6,101.4,84.4,27,0.368,72,0.306,22,0.153,11,0.818,9,16,200,87.3,46.7,21,18,62,,9.9,7,0.5,36,0.25,9,62.3,48,0.401,17.2,16,36,0.361,13,0.273,6,"January 26, 2019",73.1,19,16.7,6,87.3,53.3,24,0.553,57,0.456,26,0.246,14,0.643,9,16,200,101.4,15.6,5,12,72,,11.3,8,0.456,26,0.423,11,37.7,29,0.566,14.8,11,31,0.484,15,0.273,6,"Wolstein Center, Cleveland, Ohio",YOUNGSTOWN-STATE,Youngstown State,70.9,Home,CLEVELAND-STATE,Cleveland State,Youngstown State,horizon
2019-01-31-19-oakland,60.7,17,8.8,3,105.7,66.7,24,0.486,69,0.406,28,0.159,11,0.727,8,16,200,107.1,30.6,11,20,75,,10.0,7,0.435,30,0.367,11,48.6,35,0.505,9.8,8,39,0.436,17,0.304,7,"January 31, 2019",73.1,19,5.1,2,107.1,69.4,25,0.444,62,0.419,26,0.355,22,0.864,19,13,200,105.7,33.3,12,13,74,,2.9,2,0.452,28,0.107,3,51.4,37,0.511,11.2,9,34,0.676,23,0.435,10,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,70.3,Away,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-02-02-13-detroit-mercy,57.1,16,0.0,0,102.9,73.3,22,0.516,61,0.459,28,0.246,15,0.6,9,16,200,105.9,25.7,9,15,72,,10.3,7,0.475,29,0.241,7,47.7,31,0.528,10.6,8,32,0.656,21,0.333,8,"February 2, 2019",30.4,7,0.0,0,105.9,74.3,26,0.474,57,0.404,23,0.298,17,0.941,16,14,200,102.9,26.7,8,11,70,,4.4,3,0.404,23,0.348,8,52.3,34,0.538,15.7,12,34,0.441,15,0.391,9,"Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,68.1,Away,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-02-07-19-youngstown-state,44.8,13,9.4,3,107.5,65.0,26,0.484,64,0.453,29,0.203,13,0.692,9,15,200,106.0,23.3,7,10,71,,6.0,4,0.203,13,0.308,4,47.1,33,0.506,7.9,6,51,0.49,25,0.375,9,"February 7, 2019",44.4,12,11.8,6,106.0,76.7,23,0.471,68,0.397,27,0.147,10,0.8,8,16,200,107.5,35.0,14,14,72,,7.5,5,0.529,36,0.278,10,52.9,37,0.495,7.7,6,32,0.531,17,0.36,9,"Beeghly Center, Youngstown, Ohio",MILWAUKEE,Milwaukee,67.0,Home,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-02-09-18-youngstown-state,54.2,13,2.3,1,128.0,74.1,20,0.466,58,0.414,24,0.517,30,0.767,23,13,200,102.7,21.2,7,15,77,,6.7,5,0.293,17,0.353,6,45.0,27,0.533,10.1,8,41,0.439,18,0.48,12,"February 9, 2019",40.5,15,9.8,4,102.7,78.8,26,0.629,66,0.561,37,0.242,16,0.813,13,16,200,128.0,25.9,7,23,96,,9.3,7,0.348,23,0.391,9,55.0,33,0.652,12.0,10,43,0.651,28,0.385,10,"Beeghly Center, Youngstown, Ohio",GREEN-BAY,Green Bay,74.9,Home,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-02-14-19-youngstown-state,56.0,14,18.8,6,108.7,65.7,23,0.519,54,0.463,25,0.481,26,0.654,17,12,200,105.8,48.3,14,16,73,,7.2,5,0.333,18,0.333,6,57.8,37,0.55,20.6,17,36,0.528,19,0.538,14,"February 14, 2019",58.3,14,8.3,3,105.8,51.7,15,0.509,58,0.414,24,0.379,22,0.727,16,16,200,108.7,34.3,12,22,75,,14.5,10,0.448,26,0.423,11,42.2,27,0.548,16.1,13,32,0.406,13,0.407,11,"Beeghly Center, Youngstown, Ohio",IUPUI,IUPUI,69.4,Home,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-02-16-18-youngstown-state,39.1,9,21.6,8,114.1,71.4,25,0.531,49,0.469,23,0.51,25,0.84,21,13,200,102.8,8.7,2,26,73,,9.9,7,0.469,23,0.261,6,46.6,27,0.6,15.5,11,26,0.654,17,0.519,14,"February 16, 2019",48.0,12,7.7,2,102.8,91.3,21,0.527,56,0.446,25,0.589,33,0.667,22,16,200,114.1,28.6,10,18,81,,5.6,4,0.339,19,0.474,9,53.4,31,0.565,12.4,10,37,0.432,16,0.429,12,"Beeghly Center, Youngstown, Ohio",ILLINOIS-CHICAGO,UIC,70.8,Home,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon
2019-02-21-19-northern-kentucky,46.2,12,17.2,5,120.6,52.4,11,0.509,58,0.448,26,0.241,14,0.714,10,17,200,109.5,35.5,11,23,69,,9.5,6,0.414,24,0.292,7,42.3,22,0.534,14.6,11,34,0.559,19,0.414,12,"February 21, 2019",52.2,12,8.8,3,109.5,64.5,20,0.556,45,0.511,23,0.711,32,0.813,26,7,200,120.6,47.6,10,16,76,,7.9,5,0.356,16,0.25,4,57.7,30,0.631,15.7,11,29,0.655,19,0.75,21,"Bank of Kentucky Center, Highland Heights, Kentucky",YOUNGSTOWN-STATE,Youngstown State,62.9,Home,NORTHERN-KENTUCKY,Northern Kentucky,Youngstown State,horizon
2019-02-23-15-wright-state,42.9,9,15.0,6,122.4,75.0,24,0.469,49,0.429,21,0.286,14,0.571,8,18,200,80.6,24.0,6,17,54,,3.0,2,0.367,18,0.222,4,52.6,30,0.485,23.6,17,31,0.548,17,0.4,12,"February 23, 2019",60.0,18,3.2,1,80.6,76.0,19,0.566,61,0.492,30,0.262,16,0.813,13,11,200,122.4,25.0,8,16,82,,13.4,9,0.344,21,0.429,9,47.4,27,0.598,9.3,7,40,0.525,21,0.621,18,"Ervin J. Nutter Center, Dayton, Ohio",YOUNGSTOWN-STATE,Youngstown State,67.1,Home,WRIGHT-STATE,Wright State,Youngstown State,horizon
2019-03-02-18-youngstown-state,64.5,20,2.4,1,103.9,81.3,26,0.547,64,0.484,31,0.328,21,0.905,19,21,225,115.6,21.2,7,16,89,,6.5,5,0.359,23,0.348,8,50.8,33,0.602,10.9,9,41,0.561,23,0.323,10,"March 2, 2019",36.7,11,12.2,5,115.6,78.8,26,0.508,66,0.455,30,0.258,17,0.765,13,19,225,103.9,18.8,6,18,80,,6.5,5,0.379,25,0.28,7,49.2,32,0.54,12.0,10,41,0.561,23,0.387,12,"Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,68.5,Away,CLEVELAND-STATE,Cleveland State,Youngstown State,horizon
2019-03-06-19-oakland,68.8,22,6.3,2,114.3,69.7,23,0.565,69,0.464,32,0.145,10,0.6,6,20,200,109.1,20.0,8,30,84,,7.8,6,0.478,33,0.424,14,42.5,31,0.569,13.0,11,36,0.5,18,0.375,12,"March 6, 2019",79.2,19,5.6,2,109.1,80.0,32,0.528,53,0.453,24,0.849,45,0.711,32,16,200,114.3,30.3,10,13,88,,9.1,7,0.396,21,0.381,8,57.5,42,0.592,15.2,13,32,0.5,16,0.5,16,"Athletics Center O'rena, Rochester, Michigan",YOUNGSTOWN-STATE,Youngstown State,77.1,Home,OAKLAND,Oakland,Youngstown State,horizon
