,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-11-19-colgate,50.0,12,7.9,3,103.1,82.9,29,0.491,53,0.453,24,0.113,6,1.0,6,8,200,90.6,25.0,7,19,58,,0.0,0,0.302,16,0.25,4,57.1,36,0.519,20.1,14,37,0.541,20,0.111,1,"December 11, 2019",54.2,13,24.3,9,90.6,75.0,21,0.458,59,0.407,24,0.254,15,0.8,12,4,200,103.1,17.1,6,12,66,,9.4,6,0.356,21,0.286,6,42.9,27,0.499,8.4,6,38,0.474,18,0.636,7,"Cotterell Court, Hamilton, New York",CORNELL,Cornell,64.5,Home,COLGATE,Colgate,Colgate,patriot
2019-12-14-19-cincinnati,29.6,8,6.1,2,100.0,61.5,16,0.526,58,0.466,27,0.138,8,0.75,6,4,200,101.5,26.7,8,15,67,,7.6,5,0.414,24,0.292,7,42.9,24,0.542,16.3,12,34,0.588,20,0.667,8,"December 14, 2019",44.0,11,17.6,6,101.5,73.3,22,0.529,52,0.481,25,0.327,17,0.647,11,4,200,100.0,38.5,10,11,66,,7.6,5,0.365,19,0.263,5,57.1,32,0.549,21.2,16,33,0.606,20,0.6,6,"Fifth Third Arena, Cincinnati, Ohio",CINCINNATI,Cincinnati,65.9,Away,COLGATE,Colgate,Colgate,patriot
2019-12-22-12-colgate,50.0,13,9.4,3,121.9,82.1,23,0.454,65,0.4,26,0.231,15,0.8,12,9,200,97.3,24.3,9,14,71,,6.8,5,0.4,26,0.269,7,49.2,32,0.492,12.3,10,39,0.487,19,0.25,3,"December 22, 2019",67.6,23,12.8,5,97.3,75.7,28,0.641,64,0.531,34,0.156,10,0.7,7,4,200,121.9,17.9,5,16,89,,8.2,6,0.5,32,0.438,14,50.8,33,0.647,12.8,10,32,0.625,20,0.692,9,"Cotterell Court, Hamilton, New York",COLUMBIA,Columbia,73.4,Home,COLGATE,Colgate,Colgate,patriot
2020-01-02-19-colgate,33.3,7,0.0,0,98.5,71.9,23,0.377,61,0.344,21,0.148,9,0.556,5,8,200,77.3,19.0,8,12,51,,12.1,8,0.344,21,0.19,4,41.9,31,0.391,11.0,8,40,0.425,17,0.333,4,"January 2, 2020",66.7,16,0.0,0,77.3,81.0,34,0.492,59,0.407,24,0.153,9,0.778,7,4,200,98.5,28.1,9,14,65,,4.5,3,0.407,24,0.417,10,58.1,43,0.514,17.1,13,35,0.4,14,0.714,10,"Cotterell Court, Hamilton, New York",AMERICAN,American,66.3,Home,COLGATE,Colgate,Colgate,patriot
2020-01-06-19-army,60.9,14,12.5,4,91.5,80.6,29,0.482,57,0.404,23,0.333,19,0.789,15,4,200,98.6,12.1,4,10,70,,8.5,6,0.456,26,0.346,9,47.8,33,0.53,10.9,8,31,0.452,14,0.733,11,"January 6, 2020",60.0,15,3.2,1,98.6,87.9,29,0.46,62,0.403,25,0.177,11,0.727,8,8,200,91.5,19.4,7,17,65,,4.2,3,0.484,30,0.233,7,52.2,36,0.483,14.1,11,32,0.563,18,0.385,5,"Christl Arena, West Point, New York",ARMY,Army,70.6,Away,COLGATE,Colgate,Colgate,patriot
2020-01-08-19-colgate,60.9,14,12.5,3,124.3,78.8,26,0.52,50,0.46,23,0.76,38,0.474,18,7,200,94.6,17.1,6,20,70,,6.8,5,0.48,24,0.25,6,47.1,32,0.514,14.2,11,26,0.654,17,0.562,9,"January 8, 2020",62.1,18,3.8,1,94.6,82.9,29,0.587,63,0.46,29,0.365,23,0.783,18,4,200,124.3,21.2,7,26,92,,9.5,7,0.619,39,0.41,16,52.9,36,0.622,11.0,9,24,0.542,13,0.75,12,"Cotterell Court, Hamilton, New York",LOYOLA-MD,Loyola (MD),74.5,Home,COLGATE,Colgate,Colgate,patriot
2020-01-11-16-navy,58.3,14,14.8,4,91.3,62.2,23,0.492,59,0.407,24,0.254,15,0.8,12,4,200,101.4,35.5,11,17,70,,8.7,6,0.492,29,0.345,10,50.0,34,0.529,16.5,13,30,0.467,14,0.765,13,"January 11, 2020",54.5,12,3.3,1,101.4,64.5,20,0.437,63,0.349,22,0.206,13,0.615,8,7,200,91.3,37.8,14,17,63,,8.7,6,0.571,36,0.306,11,50.0,34,0.455,16.9,14,27,0.407,11,0.533,8,"Alumni Hall, Annapolis, Maryland",NAVY,Navy,68.7,Away,COLGATE,Colgate,Colgate,patriot
2020-01-15-11-lafayette,57.1,16,7.4,2,107.6,72.0,18,0.492,62,0.452,28,0.113,7,0.857,6,5,200,101.5,22.2,6,13,67,,10.6,7,0.371,23,0.217,5,46.2,24,0.513,9.7,7,39,0.59,23,0.722,13,"January 15, 2020",64.3,18,5.1,2,101.5,77.8,21,0.588,57,0.491,28,0.14,8,0.5,4,5,200,107.6,28.0,7,11,71,,4.5,3,0.526,30,0.367,11,53.8,28,0.584,15.4,11,27,0.63,17,0.688,11,"Kirby Sports Center, Easton, Pennsylvania",COLGATE,Colgate,65.6,Home,LAFAYETTE,Lafayette,Colgate,patriot
2020-01-18-14-colgate,44.4,12,6.7,2,121.5,72.2,26,0.464,70,0.386,27,0.1,7,0.714,5,9,200,107.7,29.3,12,17,70,,3.1,2,0.414,29,0.379,11,49.4,38,0.477,5.2,4,41,0.39,16,0.526,10,"January 18, 2020",60.7,17,12.2,5,107.7,70.7,29,0.567,60,0.467,28,0.3,18,0.611,11,5,200,121.5,27.8,10,11,79,,3.1,2,0.5,30,0.4,12,50.6,39,0.576,9.3,7,30,0.533,16,0.737,14,"Cotterell Court, Hamilton, New York",BOSTON-UNIVERSITY,Boston University,65.4,Home,COLGATE,Colgate,Colgate,patriot
2020-01-20-19-colgate,66.7,16,12.0,3,121.2,79.2,19,0.518,56,0.429,24,0.25,14,0.5,7,12,200,98.5,28.1,9,23,65,,15.2,10,0.518,29,0.345,10,50.0,28,0.519,15.0,11,27,0.519,14,0.4,8,"January 20, 2020",55.6,15,3.7,1,98.5,71.9,23,0.708,48,0.563,27,0.375,18,0.667,12,5,200,121.2,20.8,5,14,80,,7.6,5,0.479,23,0.609,14,50.0,28,0.707,22.2,16,25,0.52,13,0.75,15,"Cotterell Court, Hamilton, New York",BUCKNELL,Bucknell,66.1,Home,COLGATE,Colgate,Colgate,patriot
2020-01-25-14-american,29.6,8,4.7,2,94.5,73.2,30,0.484,62,0.435,27,0.403,25,0.76,19,5,200,108.2,36.1,13,20,79,,6.8,5,0.306,19,0.316,6,55.8,43,0.535,14.1,12,43,0.488,21,0.762,16,"January 25, 2020",53.8,14,14.0,6,108.2,63.9,23,0.432,66,0.394,26,0.273,18,0.667,12,10,200,94.5,26.8,11,21,69,,11.0,8,0.348,23,0.217,5,44.2,34,0.463,11.9,10,43,0.488,21,0.474,9,"Bender Arena, Washington, District of Columbia",AMERICAN,American,73.2,Away,COLGATE,Colgate,Colgate,patriot
2020-01-29-19-colgate,66.7,20,5.4,2,108.3,75.6,34,0.629,58,0.517,30,0.155,9,0.778,7,7,200,111.1,7.1,2,19,80,,2.8,2,0.517,30,0.433,13,49.3,36,0.642,16.2,12,28,0.607,17,0.65,13,"January 29, 2020",42.3,11,3.6,1,111.1,92.9,26,0.449,68,0.382,26,0.309,21,0.81,17,6,200,108.3,24.4,11,15,78,,8.3,6,0.456,31,0.29,9,50.7,37,0.5,6.1,5,37,0.459,17,0.727,16,"Cotterell Court, Hamilton, New York",COLGATE,Colgate,72.1,Away,LAFAYETTE,Lafayette,Colgate,patriot
2020-02-01-14-holy-cross,48.0,12,11.6,5,94.1,68.8,22,0.492,61,0.41,25,0.295,18,0.722,13,6,200,107.4,30.3,10,12,73,,4.4,3,0.443,27,0.37,10,49.2,32,0.525,11.6,9,34,0.441,15,0.739,17,"February 1, 2020",44.4,12,5.9,2,107.4,69.7,23,0.477,64,0.422,27,0.078,5,0.6,3,20,200,94.1,31.3,10,19,64,,7.4,5,0.328,21,0.333,7,50.8,33,0.482,14.2,11,43,0.465,20,0.13,3,"Hart Recreation Center, Worcester, Massachusetts",HOLY-CROSS,Holy Cross,68.0,Away,COLGATE,Colgate,Colgate,patriot
2020-02-05-19-lehigh,57.1,16,17.6,6,70.8,92.6,25,0.516,64,0.438,28,0.297,19,0.789,15,6,200,112.5,28.6,10,19,81,,13.9,10,0.406,26,0.385,10,56.5,35,0.555,11.1,9,38,0.474,18,0.75,18,"February 5, 2020",64.7,11,5.3,2,112.5,71.4,25,0.396,48,0.354,17,0.354,17,0.765,13,18,200,70.8,7.4,2,16,51,,4.2,3,0.292,14,0.286,4,43.5,27,0.455,24.5,18,34,0.382,13,0.217,5,"Stabler Arena, Bethlehem, Pennsylvania",LEHIGH,Lehigh,72.1,Away,COLGATE,Colgate,Colgate,patriot
2020-02-08-14-colgate,37.5,9,14.3,4,94.4,78.8,26,0.422,64,0.375,24,0.203,13,0.462,6,11,200,84.5,26.8,11,23,60,,11.3,8,0.422,27,0.222,6,50.0,37,0.428,15.7,13,37,0.486,18,0.522,12,"February 8, 2020",60.9,14,16.2,6,84.5,73.2,30,0.519,53,0.434,23,0.415,22,0.545,12,6,200,94.4,21.2,7,13,67,,5.6,4,0.472,25,0.36,9,50.0,37,0.528,17.2,13,28,0.5,14,0.76,19,"Cotterell Court, Hamilton, New York",NAVY,Navy,70.8,Home,COLGATE,Colgate,Colgate,patriot
2020-02-10-19-boston-university,39.3,11,12.8,5,94.0,67.7,21,0.551,59,0.475,28,0.254,15,0.933,14,6,200,117.9,32.1,9,10,79,,16.4,11,0.305,18,0.5,9,50.8,30,0.597,13.2,10,41,0.463,19,0.769,20,"February 10, 2020",38.5,10,14.6,6,117.9,67.9,19,0.467,60,0.433,26,0.117,7,1.0,7,11,200,94.0,32.3,10,16,63,,7.5,5,0.35,21,0.19,4,49.2,29,0.497,18.2,14,39,0.564,22,0.577,15,"Case Gym, Boston, Massachusetts",BOSTON-UNIVERSITY,Boston University,67.2,Away,COLGATE,Colgate,Colgate,patriot
2020-02-16-14-loyola-md,52.0,13,4.0,1,112.0,76.7,23,0.477,65,0.385,25,0.431,28,0.643,18,7,200,106.7,43.9,18,24,80,,10.7,8,0.569,37,0.324,12,57.7,41,0.511,15.3,14,28,0.464,13,0.741,20,"February 16, 2020",67.9,19,17.9,5,106.7,56.1,23,0.609,55,0.509,28,0.527,29,0.586,17,14,200,112.0,23.3,7,23,84,,5.3,4,0.545,30,0.367,11,42.3,30,0.611,16.1,13,25,0.68,17,0.481,13,"Reitz Arena, Baltimore, Maryland",COLGATE,Colgate,74.5,Home,LOYOLA-MD,Loyola (MD),Colgate,patriot
2020-02-19-19-colgate,44.4,12,0.0,0,102.9,80.0,28,0.587,52,0.519,27,0.269,14,0.429,6,20,200,98.5,32.0,8,20,67,,4.4,3,0.346,18,0.389,7,60.0,36,0.571,24.6,19,34,0.588,20,0.259,7,"February 19, 2020",61.5,16,8.8,3,98.5,68.0,17,0.508,59,0.441,26,0.271,16,0.625,10,7,200,102.9,20.0,7,13,70,,13.2,9,0.458,27,0.296,8,40.0,24,0.526,9.6,7,32,0.563,18,0.75,21,"Cotterell Court, Hamilton, New York",LEHIGH,Lehigh,68.1,Home,COLGATE,Colgate,Colgate,patriot
2020-02-23-14-colgate,39.1,9,2.7,1,125.0,67.9,19,0.411,62,0.371,23,0.274,17,0.529,9,26,200,83.3,20.0,7,14,60,,5.6,4,0.355,22,0.227,5,41.3,26,0.428,13.7,11,40,0.45,18,0.103,3,"February 23, 2020",48.5,16,5.0,2,83.3,80.0,28,0.603,63,0.524,33,0.27,17,0.824,14,7,200,125.0,32.1,9,16,90,,9.7,7,0.413,26,0.385,10,58.7,37,0.633,10.2,8,37,0.622,23,0.759,22,"Cotterell Court, Hamilton, New York",HOLY-CROSS,Holy Cross,72.1,Home,COLGATE,Colgate,Colgate,patriot
2020-02-26-19-bucknell,50.0,11,8.6,3,91.0,81.0,34,0.463,54,0.407,22,0.556,30,0.667,20,8,200,89.7,15.2,5,20,70,,14.1,11,0.352,19,0.316,6,52.0,39,0.513,19.2,16,35,0.457,16,0.733,22,"February 26, 2020",47.6,10,11.4,4,89.7,84.8,28,0.447,57,0.368,21,0.526,30,0.667,20,18,200,91.0,19.0,8,23,71,,10.3,8,0.386,22,0.409,9,48.0,36,0.498,16.6,14,35,0.343,12,0.4,12,"Sojka Pavilion, Lewisburg, Pennsylvania",COLGATE,Colgate,78.3,Home,BUCKNELL,Bucknell,Colgate,patriot
2020-02-29-12-colgate,65.4,17,5.4,2,130.0,63.9,23,0.517,58,0.448,26,0.103,6,0.833,5,14,200,92.9,16.7,5,10,65,,5.7,4,0.328,19,0.421,8,42.4,28,0.534,17.7,13,39,0.462,18,0.517,15,"February 29, 2020",69.7,23,7.7,3,92.9,83.3,25,0.594,69,0.478,33,0.145,10,0.9,9,8,200,130.0,36.1,13,11,91,,11.4,8,0.464,32,0.5,16,57.6,38,0.617,12.0,10,37,0.459,17,0.742,23,"Cotterell Court, Hamilton, New York",ARMY,Army,69.8,Home,COLGATE,Colgate,Colgate,patriot
2020-03-05-19-colgate,34.5,10,6.7,2,120.3,74.2,23,0.516,63,0.46,29,0.079,5,1.0,5,21,200,101.4,19.4,6,13,70,,2.9,2,0.286,18,0.389,7,46.8,29,0.535,14.4,11,45,0.489,22,0.344,11,"March 5, 2020",63.3,19,6.7,3,101.4,80.6,25,0.582,61,0.492,30,0.246,15,0.8,12,8,200,120.3,25.8,8,7,83,,13.0,9,0.508,31,0.355,11,53.2,33,0.609,9.4,7,30,0.633,19,0.75,24,"Cotterell Court, Hamilton, New York",LEHIGH,Lehigh,68.8,Home,COLGATE,Colgate,Colgate,patriot
2020-03-08-14-colgate,59.1,13,9.8,4,132.8,54.3,19,0.402,61,0.361,22,0.262,16,0.938,15,12,200,95.5,27.3,9,12,64,,4.5,3,0.344,21,0.238,5,41.2,28,0.466,8.1,6,40,0.425,17,0.613,19,"March 8, 2020",37.1,13,5.0,2,95.5,72.7,24,0.563,72,0.486,35,0.153,11,0.727,8,8,200,132.8,45.7,16,15,89,,4.5,3,0.431,31,0.355,11,58.8,40,0.576,8.3,7,41,0.585,24,0.758,25,"Cotterell Court, Hamilton, New York",LAFAYETTE,Lafayette,66.9,Home,COLGATE,Colgate,Colgate,patriot
2020-03-11-19-colgate,61.5,16,5.0,2,100.0,67.5,27,0.536,56,0.464,26,0.25,14,0.286,4,13,200,104.9,27.0,10,16,64,,0.0,0,0.321,18,0.444,8,48.1,37,0.511,10.1,7,38,0.474,18,0.618,21,"March 11, 2020",47.8,11,5.3,2,104.9,73.0,27,0.403,62,0.371,23,0.274,17,0.647,11,9,200,100.0,32.5,13,15,61,,6.6,4,0.355,22,0.182,4,51.9,40,0.435,6.7,5,40,0.475,19,0.735,25,"Cotterell Court, Hamilton, New York",COLGATE,Colgate,60.9,Away,BOSTON-UNIVERSITY,Boston University,Colgate,patriot
