,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-08-17-northern-arizona,37.9,11,10.5,4,98.6,67.7,21,0.456,68,0.426,29,0.147,10,0.3,3,6,200,87.8,25.0,10,15,65,,14.9,11,0.25,17,0.235,4,43.7,31,0.447,14.2,12,51,0.49,25,0.455,5,"December 8, 2019",50.0,14,7.8,4,87.8,75.0,30,0.534,59,0.475,28,0.271,16,0.625,10,2,200,98.6,32.3,10,14,73,,10.8,8,0.356,21,0.333,7,56.3,40,0.548,20.5,17,38,0.553,21,0.667,4,"Findlay Toyota Center, Prescott Valley, Arizona",NEBRASKA-OMAHA,Omaha,74.2,Home,NORTHERN-ARIZONA,Northern Arizona,Omaha,summit
2019-12-11-20-arizona,52.9,9,5.0,2,135.6,63.0,17,0.305,64,0.266,17,0.203,13,0.769,10,7,200,67.1,25.0,11,16,49,,4.1,3,0.25,16,0.313,5,39.4,28,0.349,16.7,14,48,0.25,12,0.417,5,"December 11, 2019",65.8,25,12.5,6,67.1,75.0,33,0.667,66,0.576,38,0.242,16,0.688,11,1,200,135.6,37.0,10,14,99,15,5.5,4,0.394,26,0.462,12,60.6,43,0.673,11.0,9,40,0.65,26,0.909,10,"McKale Center, Tucson, Arizona",NEBRASKA-OMAHA,Omaha,72.9,Home,ARIZONA,Arizona,Omaha,summit
2019-12-15-13-nebraska-omaha,37.9,11,6.4,3,117.9,72.0,18,0.45,70,0.414,29,0.314,22,0.864,19,7,200,105.1,29.3,12,21,82,,10.3,8,0.229,16,0.313,5,45.5,30,0.51,12.1,11,54,0.444,24,0.364,4,"December 15, 2019",47.2,17,7.4,4,105.1,70.7,29,0.647,58,0.621,36,0.414,24,0.708,17,7,200,117.9,28.0,7,18,92,,2.6,2,0.19,11,0.273,3,54.5,36,0.663,18.0,15,47,0.702,33,0.462,6,"Baxter Arena, Omaha, Nebraska",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,78.4,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2019-12-17-21-eastern-washington,61.9,13,8.3,3,116.9,74.2,23,0.357,63,0.333,21,0.254,16,0.688,11,8,200,67.5,14.0,6,17,56,,6.0,5,0.254,16,0.188,3,39.2,29,0.397,19.5,17,47,0.383,18,0.429,6,"December 17, 2019",71.8,28,10.6,5,67.5,86.0,37,0.632,72,0.542,39,0.139,10,0.6,6,3,200,116.9,25.8,8,17,97,,9.6,8,0.5,36,0.361,13,60.8,45,0.632,16.4,15,36,0.722,26,0.7,7,"Reese Court, Cheney, Washington",NEBRASKA-OMAHA,Omaha,82.7,Home,EASTERN-WASHINGTON,Eastern Washington,Omaha,summit
2019-12-21-13-nebraska-omaha,37.9,11,4.9,2,103.6,68.8,22,0.444,71,0.408,29,0.408,29,0.655,19,7,225,97.6,22.2,10,28,82,,9.5,8,0.225,16,0.313,5,41.6,32,0.484,7.7,7,55,0.436,24,0.364,4,"December 21, 2019",32.0,8,12.7,7,97.6,77.8,35,0.491,58,0.431,25,0.724,42,0.714,30,8,225,103.6,31.3,10,23,87,,6.0,5,0.293,17,0.412,7,58.4,45,0.558,19.1,18,41,0.439,18,0.467,7,"Baxter Arena, Omaha, Nebraska",MONTANA,Montana,74.5,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2019-12-29-17-nebraska-omaha,43.3,13,11.6,5,119.1,71.9,23,0.602,59,0.508,30,0.153,9,0.778,7,7,200,114.7,22.2,6,13,78,,2.9,2,0.458,27,0.407,11,49.2,29,0.616,16.0,12,32,0.594,19,0.562,9,"December 29, 2019",39.4,13,12.5,4,114.7,77.8,21,0.586,64,0.516,33,0.172,11,0.545,6,8,200,119.1,28.1,9,14,81,,8.8,6,0.328,21,0.429,9,50.8,30,0.585,9.2,7,43,0.558,24,0.5,8,"Baxter Arena, Omaha, Nebraska",SOUTH-DAKOTA-STATE,South Dakota State,68.3,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-01-04-20-nebraska-omaha,50.0,11,7.3,3,113.8,73.1,19,0.44,58,0.379,22,0.362,21,0.762,16,8,200,103.1,47.2,17,14,67,,10.8,7,0.397,23,0.304,7,58.1,36,0.493,16.2,13,35,0.429,15,0.467,7,"January 4, 2020",46.7,14,17.1,6,103.1,52.8,19,0.588,57,0.526,30,0.158,9,0.778,7,8,200,113.8,26.9,7,13,74,,12.3,8,0.281,16,0.438,7,41.9,26,0.604,15.3,11,41,0.561,23,0.529,9,"Baxter Arena, Omaha, Nebraska",ORAL-ROBERTS,Oral Roberts,64.6,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-01-08-20-north-dakota,30.8,8,8.8,3,88.6,85.3,29,0.459,61,0.426,26,0.295,18,0.556,10,8,200,94.3,22.2,8,16,66,,5.7,4,0.23,14,0.286,4,52.9,37,0.474,11.6,9,47,0.468,22,0.556,10,"January 8, 2020",47.4,9,8.5,4,94.3,77.8,28,0.409,55,0.345,19,0.364,20,0.85,17,9,200,88.6,14.7,5,16,62,,8.6,6,0.382,21,0.333,7,47.1,33,0.481,12.4,9,34,0.353,12,0.471,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,69.5,Away,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-01-11-16-south-dakota,34.4,11,10.8,4,119.7,86.7,26,0.59,61,0.525,32,0.197,12,0.75,9,9,200,106.6,14.8,4,25,81,,6.6,5,0.426,26,0.308,8,52.6,30,0.607,16.4,13,35,0.686,24,0.526,10,"January 11, 2020",48.1,13,5.7,2,106.6,85.2,23,0.582,55,0.491,27,0.655,36,0.75,27,7,200,119.7,13.3,4,14,91,,6.6,5,0.327,18,0.556,10,47.4,27,0.631,11.3,9,37,0.459,17,0.611,11,"Sanford Coyote Sports Center, Vermillon, South Dakota",NEBRASKA-OMAHA,Omaha,76.4,Home,SOUTH-DAKOTA,South Dakota,Omaha,summit
2020-01-18-15-denver,32.0,8,11.4,4,128.2,72.0,18,0.42,69,0.362,25,0.29,20,0.9,18,10,200,107.0,38.1,16,27,76,,2.8,2,0.406,28,0.286,8,50.7,34,0.484,11.4,10,41,0.415,17,0.5,10,"January 18, 2020",56.7,17,7.3,3,107.0,61.9,26,0.645,55,0.545,30,0.473,26,0.769,20,15,200,128.2,28.0,7,18,91,,5.6,4,0.364,20,0.55,11,49.3,33,0.676,11.9,9,35,0.543,19,0.25,5,,NEBRASKA-OMAHA,Omaha,70.9,Home,DENVER,Denver,Omaha,summit
2020-01-23-20-nebraska-omaha,33.3,10,7.5,3,111.5,80.6,25,0.523,66,0.455,30,0.242,16,0.813,13,12,225,105.1,23.5,8,21,82,,3.8,3,0.409,27,0.333,9,50.8,33,0.557,14.1,12,39,0.538,21,0.294,5,"January 23, 2020",37.9,11,7.7,3,105.1,76.5,26,0.524,62,0.468,29,0.403,25,0.88,22,10,225,111.5,19.4,6,20,87,,6.4,5,0.355,22,0.318,7,49.2,32,0.589,12.0,10,40,0.55,22,0.524,11,"Baxter Arena, Omaha, Nebraska",WESTERN-ILLINOIS,Western Illinois,69.1,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-01-25-20-nebraska-omaha,57.7,15,3.3,1,117.2,67.7,21,0.583,54,0.481,26,0.204,11,0.727,8,13,200,110.9,27.6,8,20,71,,10.9,7,0.574,31,0.355,11,48.3,29,0.599,18.1,13,23,0.652,15,0.409,9,"January 25, 2020",70.4,19,4.3,1,110.9,72.4,21,0.583,54,0.5,27,0.407,22,0.545,12,10,200,117.2,32.3,10,10,75,,12.5,8,0.444,24,0.375,9,51.7,31,0.582,12.4,9,30,0.6,18,0.545,12,"Baxter Arena, Omaha, Nebraska",IPFW,Purdue-Fort Wayne,63.8,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-02-02-13-nebraska-omaha,46.2,12,9.5,4,106.7,80.0,24,0.483,59,0.441,26,0.424,25,0.96,24,8,200,108.0,15.6,5,17,81,,5.3,4,0.356,21,0.238,5,46.8,29,0.571,11.4,9,38,0.553,21,0.667,16,"February 2, 2020",53.6,15,5.3,2,108.0,84.4,27,0.526,58,0.483,28,0.397,23,0.826,19,11,200,106.7,20.0,6,22,80,,8.0,6,0.276,16,0.313,5,53.2,33,0.58,16.0,13,42,0.548,23,0.522,12,"Baxter Arena, Omaha, Nebraska",NEBRASKA-OMAHA,Omaha,75.4,Away,SOUTH-DAKOTA,South Dakota,Omaha,summit
2020-02-05-20-nebraska-omaha,50.0,13,2.3,1,109.9,87.9,29,0.656,48,0.542,26,0.583,28,0.821,23,7,200,121.1,25.0,6,17,86,,4.2,3,0.521,25,0.44,11,61.4,35,0.701,18.8,14,23,0.652,15,0.708,17,"February 5, 2020",35.7,10,13.0,3,121.1,75.0,18,0.5,62,0.452,28,0.306,19,0.842,16,12,200,109.9,12.1,4,18,78,,9.9,7,0.306,19,0.316,6,38.6,22,0.549,6.6,5,43,0.512,22,0.5,12,"Baxter Arena, Omaha, Nebraska",NEBRASKA-OMAHA,Omaha,70.7,Away,NORTH-DAKOTA-STATE,North Dakota State,Omaha,summit
2020-02-08-17-south-dakota-state,50.0,11,4.7,2,102.5,77.8,21,0.425,60,0.367,22,0.317,19,0.684,13,13,200,81.0,22.5,9,17,64,,10.1,8,0.3,18,0.389,7,44.8,30,0.464,22.6,20,42,0.357,15,0.48,12,"February 8, 2020",73.3,22,19.0,8,81.0,77.5,31,0.578,58,0.517,30,0.345,20,0.7,14,8,200,102.5,22.2,6,20,81,,11.4,9,0.259,15,0.467,7,55.2,37,0.6,20.3,17,43,0.535,23,0.692,18,"Frost Arena, Brookings, South Dakota",NEBRASKA-OMAHA,Omaha,79.3,Home,SOUTH-DAKOTA-STATE,South Dakota State,Omaha,summit
2020-02-12-20-oral-roberts,56.3,18,15.7,8,103.8,75.6,31,0.461,77,0.416,32,0.117,9,0.778,7,14,225,100.0,36.8,14,14,78,,2.6,2,0.286,22,0.318,7,57.0,45,0.48,12.9,12,55,0.455,25,0.462,12,"February 12, 2020",56.7,17,7.3,4,100.0,63.2,24,0.452,73,0.411,30,0.247,18,0.833,15,12,225,103.8,24.4,10,11,81,,9.0,7,0.301,22,0.273,6,43.0,34,0.497,5.8,5,51,0.471,24,0.52,13,"Mabee Center, Tulsa, Oklahoma",NEBRASKA-OMAHA,Omaha,69.3,Home,ORAL-ROBERTS,Oral Roberts,Omaha,summit
2020-02-16-17-nebraska-omaha,48.0,12,7.5,3,123.2,62.5,20,0.5,55,0.455,25,0.218,12,0.583,7,22,200,89.9,19.4,6,11,62,,5.8,4,0.309,17,0.294,5,41.3,26,0.511,19.9,15,38,0.526,20,0.185,5,"February 16, 2020",50.0,17,2.6,1,89.9,80.6,25,0.603,63,0.54,34,0.238,15,0.6,9,14,200,123.2,37.5,12,14,85,,8.7,6,0.365,23,0.348,8,58.7,37,0.606,12.6,10,40,0.65,26,0.481,13,"Baxter Arena, Omaha, Nebraska",DENVER,Denver,68.9,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-02-20-19-ipfw,23.1,6,16.7,4,81.9,76.7,23,0.41,67,0.388,26,0.149,10,0.6,6,14,200,84.7,23.1,9,14,61,,13.9,10,0.254,17,0.176,3,46.4,32,0.425,12.3,10,50,0.46,23,0.5,14,"February 20, 2020",52.4,11,2.0,1,84.7,76.9,30,0.454,54,0.389,21,0.241,13,0.769,10,17,200,81.9,23.3,7,16,59,,9.7,7,0.556,30,0.233,7,53.6,37,0.49,24.1,19,24,0.583,14,0.414,12,"Hilliard Gates Sports Center, Fort Wayne, Indiana",IPFW,Purdue-Fort Wayne,72.5,Away,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-02-22-15-western-illinois,42.4,14,3.2,1,117.8,77.8,21,0.577,65,0.508,33,0.385,25,0.72,18,14,200,127.4,22.9,8,18,93,,8.2,6,0.292,19,0.474,9,46.8,29,0.605,3.8,3,46,0.522,24,0.517,15,"February 22, 2020",43.3,13,4.3,2,127.4,77.1,27,0.59,61,0.492,30,0.311,19,0.737,14,19,200,117.8,22.2,6,19,86,,0.0,0,0.492,30,0.4,12,53.2,33,0.614,12.6,10,31,0.581,18,0.208,5,"Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,73.0,Away,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-02-26-20-nebraska-omaha,41.9,13,1.9,1,115.1,75.9,22,0.493,70,0.443,31,0.3,21,0.667,14,16,225,113.7,40.5,15,14,83,,6.8,5,0.343,24,0.292,7,56.1,37,0.519,9.2,8,46,0.522,24,0.448,13,"February 26, 2020",27.8,10,10.9,5,113.7,59.5,22,0.575,67,0.537,36,0.149,10,0.7,7,14,225,115.1,24.1,7,18,84,,5.5,4,0.209,14,0.357,5,43.9,29,0.585,10.1,8,53,0.585,31,0.533,16,"Baxter Arena, Omaha, Nebraska",NORTH-DAKOTA,North Dakota,64.8,Home,NEBRASKA-OMAHA,Omaha,Omaha,summit
2020-02-29-17-north-dakota-state,32.0,8,13.3,4,122.5,84.4,27,0.467,60,0.417,25,0.283,17,0.647,11,15,200,94.4,21.6,8,12,67,,2.8,2,0.4,24,0.25,6,50.7,35,0.492,11.8,9,36,0.528,19,0.516,16,"February 29, 2020",51.6,16,5.6,2,94.4,78.4,29,0.602,64,0.484,31,0.156,10,1.0,10,8,200,122.5,15.6,5,15,87,,8.5,6,0.531,34,0.441,15,49.3,34,0.633,11.6,9,30,0.533,16,0.733,22,"Scheels Center, Fargo, North Dakota",NEBRASKA-OMAHA,Omaha,70.9,Home,NORTH-DAKOTA-STATE,North Dakota State,Omaha,summit
2020-03-08-19-oral-roberts,31.3,5,5.6,2,106.8,86.8,33,0.305,59,0.271,16,0.339,20,0.8,16,16,200,70.3,27.9,12,15,52,,4.1,3,0.322,19,0.211,4,55.6,45,0.38,19.1,16,40,0.3,12,0.5,16,"March 8, 2020",60.0,18,2.5,1,70.3,72.1,31,0.531,65,0.462,30,0.246,16,0.625,10,13,200,106.8,13.2,5,15,79,,9.5,7,0.446,29,0.31,9,44.4,36,0.544,8.9,7,36,0.583,21,0.567,17,"Denny Sanford Premier Center, Sioux Falls, South Dakota",NEBRASKA-OMAHA,Omaha,73.6,Home,ORAL-ROBERTS,Oral Roberts,Omaha,summit
