,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-19-22-cal-state-bakersfield,62.5,15,2.9,1,110.4,66.7,18,0.606,47,0.511,24,0.489,23,0.652,15,5,200,107.5,25.0,6,16,72,,7.5,5,0.511,24,0.375,9,47.1,24,0.621,20.8,15,23,0.652,15,0.545,6,"December 19, 2019",64.3,18,4.3,1,107.5,75.0,18,0.582,55,0.509,28,0.255,14,0.714,10,8,200,110.4,33.3,9,21,74,,11.9,8,0.364,20,0.4,8,52.9,27,0.6,19.7,15,35,0.571,20,0.385,5,"Icardo Center, Bakersfield, California",MONTANA-STATE,Montana State,67.3,Home,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Montana State,big-sky
2019-12-28-18-montana-state,50.0,9,11.6,5,100.0,78.1,25,0.396,53,0.34,18,0.208,11,0.818,9,3,200,77.3,19.4,6,14,51,,7.6,5,0.283,15,0.4,6,49.2,31,0.438,18.4,13,38,0.316,12,0.7,7,"December 28, 2019",60.0,15,7.9,3,77.3,80.6,25,0.483,59,0.424,25,0.169,10,0.9,9,5,200,100.0,21.9,7,13,66,,9.1,6,0.271,16,0.438,7,50.8,32,0.518,13.6,10,43,0.419,18,0.583,7,"Max Worthington Arena, Bozeman, Montana",SACRAMENTO-STATE,Sacramento State,66.0,Home,MONTANA-STATE,Montana State,Montana State,big-sky
2019-12-30-21-montana-state,50.0,12,12.5,3,98.4,84.0,21,0.467,60,0.4,24,0.167,10,0.5,5,5,200,95.3,25.0,10,20,61,,9.4,6,0.467,28,0.286,8,47.7,31,0.471,14.6,11,32,0.5,16,0.545,6,"December 30, 2019",41.2,7,6.3,2,95.3,75.0,30,0.463,41,0.415,17,0.683,28,0.893,25,5,200,98.4,16.0,4,15,63,,6.3,4,0.415,17,0.235,4,52.3,34,0.58,18.4,12,24,0.542,13,0.615,8,"Max Worthington Arena, Bozeman, Montana",NORTHERN-ARIZONA,Northern Arizona,64.0,Home,MONTANA-STATE,Montana State,Montana State,big-sky
2020-01-02-21-northern-colorado,34.8,8,0.0,0,107.9,80.0,28,0.521,48,0.479,23,0.208,10,0.9,9,6,200,93.7,3.8,1,14,59,,1.6,1,0.271,13,0.308,4,47.5,29,0.559,18.6,12,35,0.543,19,0.571,8,"January 2, 2020",34.6,9,8.6,3,93.7,96.2,25,0.518,56,0.464,26,0.321,18,0.556,10,5,200,107.9,20.0,7,10,68,,4.8,3,0.411,23,0.261,6,52.5,32,0.527,7.3,5,33,0.606,20,0.615,8,"Bank of Colorado Arena, Greeley, Colorado",MONTANA-STATE,Montana State,63.2,Home,NORTHERN-COLORADO,Northern Colorado,Montana State,big-sky
2020-01-04-16-southern-utah,56.3,9,18.2,6,85.5,82.9,29,0.305,59,0.271,16,0.407,24,0.708,17,7,200,76.8,23.1,9,25,53,,4.3,3,0.339,20,0.2,4,51.4,38,0.376,11.5,9,39,0.308,12,0.533,8,"January 4, 2020",44.4,8,20.5,8,76.8,76.9,30,0.355,55,0.327,18,0.455,25,0.8,20,5,200,85.5,17.1,6,22,59,,7.2,5,0.4,22,0.136,3,48.6,36,0.441,9.6,7,33,0.455,15,0.643,9,"Centrum, Cedar City, Utah",MONTANA-STATE,Montana State,69.1,Home,SOUTHERN-UTAH,Southern Utah,Montana State,big-sky
2020-01-09-21-idaho,30.4,7,2.4,1,100.0,87.1,27,0.463,54,0.426,23,0.481,26,0.808,21,7,200,104.4,21.2,7,17,71,,7.4,5,0.426,23,0.174,4,53.1,34,0.535,12.1,9,31,0.613,19,0.562,9,"January 9, 2020",44.0,11,12.9,4,104.4,78.8,26,0.482,55,0.455,25,0.364,20,0.75,15,10,200,100.0,12.9,4,19,68,,8.8,6,0.236,13,0.231,3,46.9,30,0.527,11.1,8,42,0.524,22,0.333,5,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,68.4,Away,MONTANA-STATE,Montana State,Montana State,big-sky
2020-01-11-20-montana-state,36.7,11,15.4,6,110.1,73.1,19,0.532,62,0.484,30,0.242,15,0.733,11,9,200,111.6,37.5,12,16,77,,7.2,5,0.339,21,0.286,6,53.4,31,0.557,13.8,11,41,0.585,24,0.471,8,"January 11, 2020",48.3,14,4.9,2,111.6,62.5,20,0.56,58,0.5,29,0.241,14,0.786,11,8,200,110.1,26.9,7,14,76,,5.8,4,0.328,19,0.368,7,46.6,27,0.588,15.8,12,39,0.564,22,0.529,9,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,68.9,Away,PORTLAND-STATE,Portland State,Montana State,big-sky
2020-01-18-18-montana-state,76.2,16,12.5,5,75.3,91.9,34,0.463,54,0.389,21,0.574,31,0.677,21,6,200,92.2,13.2,5,18,71,,13.0,10,0.537,29,0.276,8,52.0,39,0.517,16.1,13,25,0.52,13,0.647,11,"January 18, 2020",42.9,9,0.0,0,92.2,86.8,33,0.404,57,0.368,21,0.263,15,0.8,12,9,200,75.3,8.1,3,28,58,,13.0,10,0.298,17,0.235,4,48.0,36,0.452,21.1,17,40,0.425,17,0.5,9,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,77.4,Away,EASTERN-WASHINGTON,Eastern Washington,Montana State,big-sky
2020-01-23-21-weber-state,45.0,9,9.4,3,82.4,87.5,35,0.375,60,0.333,20,0.383,23,0.739,17,9,200,83.8,17.9,7,18,62,,12.2,9,0.25,15,0.333,5,53.2,42,0.437,13.6,11,45,0.333,15,0.526,10,"January 23, 2020",33.3,8,13.3,6,83.8,82.1,32,0.451,61,0.393,24,0.197,12,0.5,6,13,200,82.4,12.5,5,20,61,,8.1,6,0.475,29,0.241,7,46.8,37,0.457,14.2,11,32,0.531,17,0.316,6,"Dee Events Center, Ogden, Utah",WEBER-STATE,Weber State,73.8,Away,MONTANA-STATE,Montana State,Montana State,big-sky
2020-01-25-21-idaho-state,21.4,6,0.0,0,92.8,69.4,25,0.5,57,0.491,28,0.404,23,0.783,18,9,200,108.7,38.7,12,16,75,,8.7,6,0.193,11,0.091,1,55.2,37,0.552,15.2,12,46,0.587,27,0.55,11,"January 25, 2020",57.1,12,4.3,2,108.7,61.3,19,0.447,57,0.368,21,0.316,18,0.722,13,12,200,92.8,30.6,11,21,64,,2.9,2,0.474,27,0.333,9,44.8,30,0.488,18.8,15,30,0.4,12,0.333,6,"Reed Gym, Pocatello, Idaho",IDAHO-STATE,Idaho State,68.7,Away,MONTANA-STATE,Montana State,Montana State,big-sky
2020-02-01-21-montana,33.3,6,2.9,1,118.2,75.0,21,0.468,47,0.383,18,0.617,29,0.69,20,10,200,97.0,10.3,3,19,64,,3.0,2,0.404,19,0.421,8,42.1,24,0.527,14.3,10,28,0.357,10,0.524,11,"February 1, 2020",59.3,16,10.7,3,97.0,89.7,26,0.602,54,0.5,27,0.296,16,0.813,13,10,200,118.2,25.0,7,27,78,,4.5,3,0.352,19,0.579,11,57.9,33,0.633,14.1,10,35,0.457,16,0.545,12,"Adams Center/Dahlberg Arena, Missoula, Montana",MONTANA-STATE,Montana State,66.2,Home,MONTANA,Montana,Montana State,big-sky
2020-02-06-21-montana-state,56.3,9,8.6,3,120.0,65.2,15,0.422,45,0.356,16,0.422,19,0.632,12,16,200,83.3,6.7,2,17,50,,11.7,7,0.378,17,0.353,6,32.1,17,0.463,13.0,8,28,0.357,10,0.273,6,"February 6, 2020",66.7,20,3.6,1,83.3,93.3,28,0.66,50,0.6,30,0.26,13,0.462,6,10,200,120.0,34.8,8,20,72,,1.7,1,0.3,15,0.4,6,67.9,36,0.641,17.7,12,35,0.686,24,0.545,12,"Max Worthington Arena, Bozeman, Montana",IDAHO,Idaho,60.1,Home,MONTANA-STATE,Montana State,Montana State,big-sky
2020-02-08-17-eastern-washington,76.9,10,15.2,5,93.7,80.0,28,0.259,58,0.224,13,0.397,23,0.826,19,11,200,62.0,18.6,8,17,49,,8.9,7,0.259,15,0.267,4,46.2,36,0.355,20.0,17,43,0.209,9,0.522,12,"February 8, 2020",75.0,21,18.6,8,62.0,81.4,35,0.548,63,0.444,28,0.206,13,0.385,5,7,200,93.7,20.0,7,22,74,,8.9,7,0.476,30,0.433,13,53.8,42,0.535,19.8,17,33,0.455,15,0.696,16,"Reese Court, Cheney, Washington",MONTANA-STATE,Montana State,78.6,Home,EASTERN-WASHINGTON,Eastern Washington,Montana State,big-sky
2020-02-13-21-montana-state,24.0,6,8.1,3,98.6,87.0,20,0.468,62,0.403,25,0.306,19,0.579,11,17,200,93.2,21.1,8,17,69,,12.2,9,0.355,22,0.364,8,45.9,28,0.486,13.5,11,40,0.425,17,0.261,6,"February 13, 2020",53.6,15,15.0,6,93.2,78.9,30,0.61,50,0.56,28,0.36,18,0.667,12,11,200,98.6,13.0,3,22,73,,9.5,7,0.26,13,0.385,5,54.1,33,0.623,24.7,19,37,0.622,23,0.542,13,"Max Worthington Arena, Bozeman, Montana",IDAHO-STATE,Idaho State,74.3,Home,MONTANA-STATE,Montana State,Montana State,big-sky
2020-02-15-20-montana-state,33.3,8,11.9,5,122.2,66.7,18,0.458,60,0.4,24,0.15,9,0.889,8,16,200,100.0,25.7,9,14,63,,6.3,4,0.517,31,0.226,7,43.5,27,0.49,9.9,7,29,0.586,17,0.385,10,"February 15, 2020",50.0,14,0.0,0,100.0,74.3,26,0.563,56,0.5,28,0.304,17,0.824,14,11,200,122.2,33.3,9,13,77,,4.8,3,0.25,14,0.5,7,56.5,35,0.601,11.2,8,42,0.5,21,0.56,14,"Max Worthington Arena, Bozeman, Montana",WEBER-STATE,Weber State,62.7,Home,MONTANA-STATE,Montana State,Montana State,big-sky
2020-02-20-22-portland-state,41.4,12,0.0,0,116.0,69.2,18,0.525,60,0.483,29,0.25,15,0.933,14,12,200,102.7,32.0,8,18,77,,8.0,6,0.283,17,0.294,5,51.0,26,0.574,19.4,16,43,0.558,24,0.538,14,"February 20, 2020",51.7,15,14.0,6,102.7,68.0,17,0.598,56,0.518,29,0.411,23,0.87,20,14,200,116.0,30.8,8,18,87,,16.0,12,0.375,21,0.429,9,49.0,25,0.65,18.5,15,35,0.571,20,0.5,14,"Peter W. Stott Center, Portland, Oregon",MONTANA-STATE,Montana State,74.5,Home,PORTLAND-STATE,Portland State,Montana State,big-sky
2020-02-22-21-montana-state,33.3,8,10.7,3,83.1,76.7,23,0.52,50,0.48,24,0.3,15,0.467,7,10,200,90.8,27.6,8,20,59,,13.8,9,0.26,13,0.308,4,52.5,31,0.516,20.9,15,37,0.541,20,0.63,17,"February 22, 2020",47.1,8,8.1,3,90.8,72.4,21,0.385,48,0.354,17,0.458,22,0.773,17,13,200,83.1,23.3,7,15,54,,15.4,10,0.417,20,0.15,3,47.5,28,0.462,20.6,15,28,0.5,14,0.519,14,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,65.3,Away,MONTANA,Montana,Montana State,big-sky
2020-02-27-22-sacramento-state,46.7,7,10.8,4,119.1,60.0,21,0.443,35,0.429,15,0.943,33,0.636,21,14,200,76.5,11.5,3,18,52,,5.9,4,0.171,6,0.167,1,39.3,24,0.513,30.8,22,29,0.483,14,0.5,14,"February 27, 2020",78.6,22,17.2,5,76.5,88.5,23,0.558,60,0.467,28,0.317,19,0.737,14,12,200,119.1,40.0,14,26,81,,14.7,10,0.383,23,0.478,11,60.7,37,0.587,14.9,12,37,0.459,17,0.556,15,"The Nest, Sacramento, California",MONTANA-STATE,Montana State,68.4,Home,SACRAMENTO-STATE,Sacramento State,Montana State,big-sky
2020-02-29-18-northern-arizona,52.4,11,6.1,2,86.4,73.0,27,0.521,47,0.447,21,0.383,18,0.778,14,14,200,95.5,11.5,3,18,63,,3.0,2,0.404,19,0.368,7,47.6,30,0.567,15.4,10,28,0.5,14,0.517,15,"February 29, 2020",36.8,7,0.0,0,95.5,88.5,23,0.35,60,0.317,19,0.317,19,0.789,15,12,200,86.4,27.0,10,17,57,,7.6,5,0.45,27,0.148,4,52.4,33,0.413,13.9,11,33,0.455,15,0.571,16,"Walkup Skydome, Flagstaff, Arizona",NORTHERN-ARIZONA,Northern Arizona,66.3,Away,MONTANA-STATE,Montana State,Montana State,big-sky
2020-03-05-21-montana-state,60.0,12,6.7,2,109.0,84.0,21,0.51,48,0.417,20,0.438,21,0.762,16,15,200,97.0,17.2,5,22,65,,4.5,3,0.542,26,0.346,9,48.1,26,0.561,19.7,14,22,0.5,11,0.5,15,"March 5, 2020",72.7,16,9.1,2,97.0,82.8,24,0.578,45,0.489,22,0.689,31,0.677,21,14,200,109.0,16.0,4,19,73,,10.4,7,0.333,15,0.533,8,51.9,28,0.611,15.8,11,30,0.467,14,0.533,16,"Max Worthington Arena, Bozeman, Montana",SOUTHERN-UTAH,Southern Utah,66.9,Home,MONTANA-STATE,Montana State,Montana State,big-sky
2020-03-07-18-montana-state,69.2,18,4.9,2,95.3,76.5,26,0.586,58,0.448,26,0.241,14,0.5,7,9,200,117.2,23.5,8,19,75,,6.3,4,0.534,31,0.516,16,50.0,34,0.58,9.8,7,27,0.37,10,0.71,22,"March 7, 2020",36.4,8,18.5,5,117.2,76.5,26,0.442,52,0.423,22,0.385,20,0.75,15,15,200,95.3,23.5,8,17,61,,3.1,2,0.212,11,0.182,2,50.0,34,0.496,14.1,10,41,0.488,20,0.516,16,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,63.6,Away,NORTHERN-COLORADO,Northern Colorado,Montana State,big-sky
