,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-22-15-radford,55.0,11,3.1,1,109.0,77.8,21,0.427,55,0.364,20,0.273,15,0.733,11,2,200,86.6,13.9,5,19,58,,9.0,6,0.436,24,0.292,7,41.3,26,0.467,14.0,10,31,0.419,13,0.833,10,"December 22, 2019",65.2,15,3.2,1,86.6,86.1,31,0.54,50,0.46,23,0.46,23,0.826,19,7,200,109.0,22.2,6,14,73,,9.0,6,0.36,18,0.444,8,58.7,37,0.599,16.6,12,32,0.469,15,0.364,4,"St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",RICHMOND,Richmond,67.0,Home,RADFORD,Radford,Radford,big-south
2019-12-29-16-radford,50.0,9,0.0,0,136.4,60.7,17,0.353,58,0.31,18,0.069,4,1.0,4,0,200,68.2,21.1,8,11,45,,10.6,7,0.345,20,0.25,5,37.9,25,0.376,19.0,14,38,0.342,13,0.0,0,"December 29, 2019",59.5,22,2.6,1,68.2,78.9,30,0.659,66,0.561,37,0.091,6,0.5,3,7,200,136.4,39.3,11,9,90,,15.2,10,0.485,32,0.406,13,62.1,41,0.654,11.6,9,34,0.706,24,0.417,5,"Donald N. Dedmon Center, Radford, Virginia","Central Pennsylvania College
			","Central Pennsylvania College
			",66.4,Home,RADFORD,Radford,Radford,big-south
2020-01-04-16-radford,47.6,10,10.0,3,117.7,65.4,17,0.462,52,0.404,21,0.385,20,0.7,14,11,200,100.0,34.4,11,21,62,,12.9,8,0.423,22,0.273,6,48.3,28,0.504,16.5,12,30,0.5,15,0.214,3,"January 4, 2020",45.8,11,10.0,3,100.0,65.6,21,0.563,48,0.5,24,0.542,26,0.731,19,7,200,117.7,34.6,9,19,73,,9.7,6,0.375,18,0.333,6,51.7,30,0.605,15.6,11,30,0.6,18,0.462,6,"Donald N. Dedmon Center, Radford, Virginia",HIGH-POINT,High Point,62.4,Home,RADFORD,Radford,Radford,big-south
2020-01-08-19-gardner-webb,52.0,13,7.4,2,100.0,63.9,23,0.538,52,0.481,25,0.346,18,0.611,11,7,200,104.7,12.0,3,10,67,,10.9,7,0.327,17,0.353,6,42.6,26,0.553,10.5,7,35,0.543,19,0.5,7,"January 8, 2020",69.6,16,11.4,4,104.7,88.0,22,0.484,61,0.377,23,0.18,11,0.455,5,10,200,100.0,36.1,13,14,64,,6.3,4,0.557,34,0.382,13,57.4,35,0.483,14.3,11,27,0.37,10,0.333,5,"Paul Porter Arena, Boiling Springs, North Carolina",GARDNER-WEBB,Gardner-Webb,64.4,Away,RADFORD,Radford,Radford,big-south
2020-01-11-14-radford,61.9,13,15.6,5,100.0,84.6,22,0.463,54,0.389,21,0.333,18,0.722,13,6,200,92.6,12.1,4,21,63,,7.4,5,0.537,29,0.276,8,44.1,26,0.504,12.7,9,25,0.52,13,0.625,10,"January 11, 2020",36.4,8,4.0,1,92.6,87.9,29,0.521,48,0.458,22,0.542,26,0.692,18,7,200,100.0,15.4,4,17,68,,5.9,4,0.333,16,0.375,6,55.9,33,0.563,16.8,12,32,0.5,16,0.533,8,"Donald N. Dedmon Center, Radford, Virginia",CAMPBELL,Campbell,68.0,Home,RADFORD,Radford,Radford,big-south
2020-01-16-18-south-carolina-upstate,31.8,7,25.0,8,90.8,77.4,24,0.446,56,0.393,22,0.304,17,0.765,13,7,200,96.9,21.9,7,15,63,,4.6,3,0.411,23,0.261,6,49.2,31,0.492,11.2,8,33,0.485,16,0.562,9,"January 16, 2020",55.6,10,6.1,2,96.9,78.1,25,0.394,52,0.346,18,0.404,21,0.857,18,10,200,90.8,22.6,7,20,59,,6.2,4,0.385,20,0.25,5,50.8,32,0.476,14.0,10,32,0.406,13,0.412,7,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,65.0,Away,RADFORD,Radford,Radford,big-south
2020-01-18-16-presbyterian,50.0,15,12.9,4,95.5,83.3,25,0.598,56,0.536,30,0.286,16,0.5,8,7,200,111.9,21.4,6,24,75,,10.4,7,0.393,22,0.318,7,53.4,31,0.59,11.3,8,34,0.676,23,0.588,10,"January 18, 2020",65.0,13,5.9,2,111.9,78.6,22,0.459,49,0.408,20,0.551,27,0.704,19,11,200,95.5,16.7,5,20,64,,1.5,1,0.367,18,0.278,5,46.6,27,0.518,15.3,11,31,0.484,15,0.389,7,"Ross E.Templeton Center, Clinton, South Carolina",PRESBYTERIAN,Presbyterian,66.7,Away,RADFORD,Radford,Radford,big-south
2020-01-20-19-radford,54.5,12,8.6,3,86.2,66.7,28,0.439,57,0.386,22,0.404,23,0.478,11,7,200,93.8,36.8,14,18,61,,6.2,4,0.474,27,0.222,6,52.5,42,0.449,13.0,10,30,0.533,16,0.632,12,"January 20, 2020",47.6,10,3.3,1,93.8,63.2,24,0.375,64,0.328,21,0.234,15,0.533,8,8,200,86.2,33.3,14,19,56,,9.2,6,0.453,29,0.207,6,47.5,38,0.394,10.2,8,35,0.429,15,0.556,10,"Donald N. Dedmon Center, Radford, Virginia",RADFORD,Radford,64.5,Away,WINTHROP,Winthrop,Radford,big-south
2020-01-23-18-north-carolina-asheville,44.0,11,3.8,1,117.6,87.0,20,0.466,58,0.431,25,0.414,24,0.542,13,9,200,98.5,38.9,14,19,67,,8.8,6,0.345,20,0.2,4,57.6,34,0.483,15.9,13,38,0.553,21,0.526,10,"January 23, 2020",46.2,12,7.9,3,98.5,61.1,22,0.62,50,0.52,26,0.48,24,0.75,18,9,200,117.6,13.0,3,20,80,,7.4,5,0.48,24,0.417,10,42.4,25,0.651,12.9,9,26,0.615,16,0.5,9,"Kimmel Arena, Asheville, North Carolina",RADFORD,Radford,67.9,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Radford,big-south
2020-01-25-16-radford,21.4,6,11.9,5,118.6,67.7,21,0.47,67,0.418,28,0.299,20,0.8,16,12,200,112.9,38.2,13,22,79,,1.4,1,0.358,24,0.292,7,52.3,34,0.516,11.7,10,43,0.488,21,0.429,9,"January 25, 2020",51.6,16,4.7,2,112.9,61.8,21,0.556,62,0.5,31,0.355,22,0.636,14,9,200,118.6,32.3,10,18,83,,5.7,4,0.323,20,0.35,7,47.7,31,0.573,6.5,5,42,0.571,24,0.55,11,"Donald N. Dedmon Center, Radford, Virginia",HAMPTON,Hampton,70.5,Home,RADFORD,Radford,Radford,big-south
2020-01-30-19-longwood,68.2,15,12.5,2,82.1,93.9,31,0.542,48,0.458,22,0.438,21,0.714,15,9,200,100.0,21.4,6,15,67,,9.0,6,0.396,19,0.421,8,60.7,37,0.578,18.5,13,29,0.483,14,0.571,12,"January 30, 2020",61.1,11,10.3,3,100.0,78.6,22,0.439,57,0.316,18,0.14,8,0.625,5,15,200,82.1,6.1,2,19,55,,9.0,6,0.719,41,0.341,14,39.3,24,0.452,15.4,11,16,0.25,4,0.318,7,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,67.4,Away,RADFORD,Radford,Radford,big-south
2020-02-01-16-radford,66.7,16,0.0,0,110.0,81.5,22,0.46,63,0.381,24,0.286,18,0.889,16,11,225,105.7,10.8,4,16,74,,5.7,4,0.508,32,0.313,10,40.6,26,0.517,6.6,5,31,0.452,14,0.5,11,"February 1, 2020",46.7,14,6.5,2,105.7,89.2,33,0.63,54,0.556,30,0.315,17,0.529,9,9,225,110.0,18.5,5,18,77,,4.3,3,0.389,21,0.381,8,59.4,38,0.62,15.2,11,33,0.667,22,0.591,13,"Donald N. Dedmon Center, Radford, Virginia",CHARLESTON-SOUTHERN,Charleston Southern,62.5,Home,RADFORD,Radford,Radford,big-south
2020-02-08-19-high-point,65.4,17,3.8,1,102.9,67.6,23,0.756,43,0.605,26,0.791,34,0.471,16,9,200,119.1,16.7,4,26,81,,5.9,4,0.605,26,0.5,13,46.6,27,0.685,17.2,12,17,0.765,13,0.609,14,"February 8, 2020",75.0,15,17.6,3,119.1,83.3,20,0.48,50,0.4,20,0.68,34,0.647,22,17,200,102.9,32.4,11,28,70,,5.9,4,0.48,24,0.333,8,53.4,31,0.529,16.7,13,26,0.462,12,0.292,7,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,67.7,Away,RADFORD,Radford,Radford,big-south
2020-02-10-19-winthrop,46.7,14,7.1,2,106.9,73.0,27,0.591,55,0.545,30,0.436,24,0.667,16,9,200,112.5,23.3,7,21,81,,5.6,4,0.345,19,0.263,5,50.7,34,0.61,15.5,12,36,0.694,25,0.625,15,"February 10, 2020",55.6,15,2.8,1,112.5,76.7,23,0.532,63,0.429,27,0.27,17,0.588,10,8,200,106.9,27.0,10,25,77,,5.6,4,0.556,35,0.371,13,49.3,33,0.542,13.5,11,28,0.5,14,0.692,18,"Winthrop Coliseum, Rock Hill, South Carolina",WINTHROP,Winthrop,71.7,Away,RADFORD,Radford,Radford,big-south
2020-02-13-19-radford,28.0,7,0.0,0,124.6,64.0,16,0.582,49,0.51,25,0.388,19,0.737,14,17,200,109.2,4.2,1,19,71,,4.6,3,0.388,19,0.368,7,34.7,17,0.612,14.8,10,30,0.6,18,0.346,9,"February 13, 2020",71.4,20,6.7,2,109.2,95.8,23,0.611,54,0.519,28,0.407,22,0.682,15,9,200,124.6,36.0,9,18,81,,9.2,6,0.519,28,0.357,10,65.3,32,0.628,11.2,8,26,0.692,18,0.64,16,"Donald N. Dedmon Center, Radford, Virginia",PRESBYTERIAN,Presbyterian,65.2,Home,RADFORD,Radford,Radford,big-south
2020-02-15-16-campbell,40.0,12,10.0,2,93.8,85.2,23,0.516,63,0.476,30,0.175,11,0.727,8,9,200,114.1,38.2,13,14,73,,10.9,7,0.238,15,0.333,5,59.0,36,0.535,11.7,9,48,0.521,25,0.654,17,"February 15, 2020",63.6,14,8.3,4,114.1,61.8,21,0.55,50,0.44,22,0.18,9,0.556,5,14,200,93.8,14.8,4,14,60,,9.4,6,0.6,30,0.367,11,41.0,25,0.553,19.4,13,20,0.55,11,0.481,13,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CAMPBELL,Campbell,63.8,Away,RADFORD,Radford,Radford,big-south
2020-02-20-21-radford,46.2,12,5.9,2,119.7,70.8,17,0.546,54,0.481,26,0.148,8,0.625,5,14,200,97.0,17.2,5,19,64,,7.6,5,0.444,24,0.292,7,41.5,22,0.554,17.3,12,30,0.633,19,0.462,12,"February 20, 2020",53.6,15,3.3,1,97.0,82.8,24,0.637,51,0.549,28,0.431,22,0.636,14,9,200,119.7,29.2,7,13,79,,7.6,5,0.333,17,0.529,9,58.5,31,0.643,16.5,12,34,0.559,19,0.667,18,"Donald N. Dedmon Center, Radford, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,65.6,Home,RADFORD,Radford,Radford,big-south
2020-02-22-16-radford,57.1,12,5.1,2,124.6,58.8,20,0.404,57,0.368,21,0.333,19,0.737,14,18,200,92.3,28.6,10,17,60,,3.1,2,0.263,15,0.267,4,43.5,30,0.454,14.4,11,42,0.405,17,0.379,11,"February 22, 2020",54.8,17,2.4,1,92.3,71.4,25,0.582,61,0.508,31,0.279,17,0.588,10,9,200,124.6,41.2,14,14,81,,6.2,4,0.361,22,0.409,9,56.5,39,0.586,10.5,8,39,0.564,22,0.679,19,"Donald N. Dedmon Center, Radford, Virginia",SOUTH-CAROLINA-UPSTATE,USC Upstate,65.1,Home,RADFORD,Radford,Radford,big-south
2020-02-27-19-hampton,72.4,21,10.7,3,125.8,77.4,24,0.581,62,0.468,29,0.226,14,0.643,9,9,200,130.6,45.5,15,18,81,,1.6,1,0.516,32,0.438,14,60.9,39,0.59,10.5,8,30,0.5,15,0.69,20,"February 27, 2020",73.1,19,3.3,1,130.6,54.5,18,0.544,57,0.456,26,0.368,21,0.762,16,17,200,125.8,22.6,7,16,78,,4.8,3,0.509,29,0.345,10,39.1,25,0.582,4.3,3,28,0.571,16,0.433,13,"Hampton Convocation Center, Hampton, Virginia",HAMPTON,Hampton,62.3,Away,RADFORD,Radford,Radford,big-south
2020-02-29-16-radford,61.5,16,13.9,5,98.4,79.3,23,0.608,51,0.51,26,0.235,12,0.667,8,15,200,111.1,23.1,6,14,70,,9.5,6,0.412,21,0.476,10,52.7,29,0.617,17.6,12,30,0.533,16,0.5,15,"February 29, 2020",46.2,12,6.7,2,111.1,76.9,20,0.5,58,0.448,26,0.103,6,0.667,4,10,200,98.4,20.7,6,12,62,,6.3,4,0.379,22,0.273,6,47.3,26,0.509,12.9,9,36,0.556,20,0.667,20,"Donald N. Dedmon Center, Radford, Virginia",RADFORD,Radford,63.3,Away,GARDNER-WEBB,Gardner-Webb,Radford,big-south
2020-03-05-18-radford,36.8,7,14.7,5,101.6,61.3,19,0.415,53,0.358,19,0.113,6,0.667,4,18,200,78.7,13.9,5,14,48,,4.9,3,0.434,23,0.261,6,35.8,24,0.43,16.5,11,30,0.433,13,0.438,14,"March 5, 2020",47.8,11,3.3,1,78.7,86.1,31,0.491,54,0.426,23,0.241,13,0.692,9,10,200,101.6,38.7,12,13,62,,14.8,9,0.37,20,0.35,7,64.2,43,0.515,15.6,11,34,0.471,16,0.677,21,"Donald N. Dedmon Center, Radford, Virginia",CHARLESTON-SOUTHERN,Charleston Southern,60.5,Home,RADFORD,Radford,Radford,big-south
2020-03-06-20-radford,58.1,18,7.0,3,108.3,68.6,24,0.661,56,0.554,31,0.429,24,0.5,12,18,200,119.4,14.3,4,16,86,,4.2,3,0.429,24,0.5,12,44.4,28,0.638,8.3,6,32,0.594,19,0.455,15,"March 6, 2020",22.2,6,6.3,2,119.4,85.7,24,0.469,65,0.415,27,0.308,20,0.85,17,11,200,108.3,31.4,11,24,78,,6.9,5,0.338,22,0.318,7,55.6,35,0.523,13.0,11,43,0.465,20,0.656,21,"Donald N. Dedmon Center, Radford, Virginia",RADFORD,Radford,72.0,Away,HAMPTON,Hampton,Radford,big-south
